callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
LDM96D,LOWW,A,LDM,A320,OE-LON,08:35:00,08:25:21
WZZ161,LHBP,A,WZZ,A21N,HA-LVG,08:40:00,08:21:34
AEA52UP,LEPA,D,AEA,B738,EC-LTM,08:40:00,08:42:52
VLG39ZS,LEPA,D,VLG,A320,EC-LVT,08:40:00,08:45:15
EJU68LP,LIMC,D,EZY,A319,OE-LQD,08:40:00,08:49:08
VLG3NF,LECO,A,VLG,A320,EC-MNZ,08:45:00,08:26:07
SWR128A,LSGG,A,SWR,BCS3,HB-JCC,08:45:00,08:32:32
EJU81EU,LFPG,A,EZY,A320,OE-INP,08:45:00,08:34:29
DAL194,KATL,A,DAL,B764,N830MH,08:45:00,08:44:24
EWG47Y,EDDL,A,EWG,A320,D-ABNL,08:45:00,08:46:08
EZS74PM,LSGG,D,EZY,A320,HB-JYA,08:45:00,08:49:56
SQP742,UKBB,D,SQP,B738,UR-SQA,08:45:00,08:52:52
SWR198F,LSZH,A,SWR,A321,HB-IOM,08:50:00,08:32:10
EJU68YB,EDDB,A,EZY,A320,OE-IVU,08:50:00,08:58:56
RYR39AJ,LEZL,D,RYR,B738,EI-EMB,08:50:00,08:59:47
QTR19LJ,OTHH,D,TAM,A359,A7-AMB,08:50:00,09:14:17
VLG691Z,LIRF,A,VLG,A320,EC-MBF,08:55:00,08:35:52
AEA7701,LEMD,A,AEA,A332,EC-JPF,08:55:00,08:41:13
EJU76LR,LIRN,A,EZY,A319,OE-LKP,08:55:00,08:49:20
VLG15NT,LEAS,A,VLG,A320,EC-KDG,08:55:00,08:54:54
TRA132K,EHAM,D,TRA,B738,PH-HZE,08:55:00,08:57:10
VLG39PB,LEPA,A,VLG,A20N,EC-NCG,08:55:00,08:57:56
VLG48SG,LEAL,D,VLG,A320,EC-MXP,08:55:00,09:18:55
RYR7XM,EDDB,A,RYR,B738,EI-EGD,09:00:00,08:45:34
UAL120,KEWR,A,UAL,B78X,N12006,09:00:00,08:53:44
AAL742,KPHL,A,AAL,A332,N290AY,09:00:00,08:54:06
SQP747,UKHH,A,SQP,B738,UR-SQF,09:00:00,08:59:04
VLG5PK,LEMD,D,VLG,A320,EC-JTQ,09:00:00,09:00:49
TRA90B,EHRD,A,TRA,B737,PH-XRD,09:05:00,08:52:12
TRA16Y,EHEH,A,TRA,B738,PH-HZW,09:05:00,09:08:41
TVF82CJ,LFPO,D,TRA,B738,F-GZHC,09:05:00,09:27:46
TAP1030,LPPR,A,TAP,A319,CS-TTI,09:10:00,08:53:04
AFR17BY,LFPG,A,AFR,A320,F-GKXN,09:10:00,08:54:05
VLG14ZU,LEBB,A,VLG,A320,EC-MBT,09:10:00,08:55:22
TAM8114,SBGR,A,TAM,B763,PT-MSV,09:10:00,08:58:48
AAL112,KMIA,A,AAL,B772,N781AN,09:10:00,09:06:00
IBE0800,LEMD,A,IBE,A320,EC-ILR,09:15:00,09:00:01
EWG7TJ,LOWW,D,EWG,A319,OE-LYZ,09:15:00,09:18:20
DLH32K,EDDM,D,DLH,A320,D-AIPZ,09:15:00,09:18:49
RYR8HR,LPPR,A,RYR,B738,EI-FIP,09:20:00,08:54:13
FOO884E,EHAM,A,FOO,A321,OE-LCN,09:20:00,08:58:11
SVR7051,ULLI,A,SVR,A321,VQ-BKJ,09:20:00,09:01:53
WZZ3EX,LHBP,D,WZZ,A21N,HA-LVG,09:20:00,09:21:38
VLG35JE,LEIB,D,VLG,A20N,EC-NCU,09:20:00,09:28:31
BAW472,EGLL,A,BAW,A320,G-EUUJ,09:20:00,09:28:53
VLG5XZ,LEST,D,VLG,A320,EC-LUN,09:20:00,09:34:37
EJU27DA,LFPG,D,EZY,A320,OE-IVU,09:20:00,09:35:15
EZY73YL,EGCC,A,EZY,A320,G-EZUF,09:25:00,09:09:52
ASL96E,LYBE,A,ASL,A319,YU-APK,09:25:00,09:13:57
BEL96C,EBBR,D,BEL,A320,OO-SNH,09:25:00,09:26:44
LDM68JT,LOWW,D,LDM,A320,OE-LON,09:25:00,09:29:53
EJU15CR,EDDB,D,EZY,A320,OE-INP,09:25:00,09:39:37
RYR75KC,LEIB,A,RYR,B738,EI-GDE,09:30:00,09:26:35
EWG6VU,EDDL,D,EWG,A320,D-ABNL,09:30:00,09:30:46
EJU23ZC,LIRN,D,EZY,A319,OE-LKP,09:30:00,09:37:02
VLG12HG,LECO,D,VLG,A320,EC-MNZ,09:30:00,09:39:56
VLG7477,DAAG,A,VLG,A320,EC-KHN,09:30:00,09:40:56
SWR173R,LSGG,D,SWR,BCS3,HB-JCC,09:30:00,09:43:28
VLG63QS,LEPA,A,VLG,A321,EC-MOO,09:35:00,09:27:26
DLH11Y,EDDF,A,DLH,A321,D-AIRF,09:35:00,09:29:13
VLG248X,LESO,A,VLG,A319,EC-MIQ,09:35:00,09:29:35
VLG75BB,LEIB,A,VLG,A320,EC-MOG,09:35:00,09:30:08
VLG32DM,GCTS,D,VLG,A320,EC-LZZ,09:35:00,09:40:25
RYR1DN,EDDB,D,RYR,B738,EI-EGD,09:35:00,09:55:29
TVP7304,EPWA,A,TVS,B738,OK-TVJ,09:40:00,09:36:37
VLG61ZZ,LIRF,D,VLG,A320,EC-JTR,09:40:00,09:41:47
SWR195N,LSZH,D,SWR,A321,HB-IOM,09:40:00,09:54:49
VLG37LX,LEMH,D,VLG,A320,EC-KDG,09:40:00,10:11:33
AAL113,KMIA,D,AAL,B772,N755AN,09:40:00,10:16:55
RYR2UB,EIDW,A,RYR,B738,EI-DCF,09:45:00,09:22:43
VLG2LU,LEMH,A,VLG,A320,EC-MKO,09:45:00,09:26:46
RYR95VX,EGCC,A,RYR,B738,EI-DPD,09:45:00,09:40:29
VLG13ME,LEAL,A,VLG,A320,EC-MEL,09:50:00,09:42:07
TRA11R,EHRD,D,TRA,B737,PH-XRD,09:50:00,09:54:01
TRA77E,EHEH,D,TRA,B738,PH-HZW,09:50:00,09:59:08
VLG83BZ,LEBB,D,VLG,A20N,EC-NCG,09:55:00,09:58:56
TAP1033,LPPR,D,TAP,A319,CS-TTI,09:55:00,10:01:36
RYR8PC,LPPR,D,RYR,B738,EI-FIP,09:55:00,10:05:01
THY9RV,LTFM,A,THY,A333,TC-JOI,10:00:00,09:45:05
VLG6332,LIMC,D,VLG,A320,EC-MBF,10:00:00,10:00:52
IBE10HD,LEMD,D,IBE,A320,EC-ILR,10:00:00,10:26:15
EZY47PH,EGGD,A,EZY,A319,G-EZAP,10:05:00,09:38:35
CTN72E,LDZA,A,CTN,CRJX,EC-MLC,10:05:00,09:42:42
FIN6RM,EFHK,A,FIN,A321,OH-LZN,10:05:00,09:51:45
ROU1914,CYYZ,A,ROU,B763,C-FMWU,10:05:00,09:56:37
VLG14QM,LEBB,A,VLG,A321,EC-MHB,10:05:00,09:57:44
MAC373,GMMN,A,ABY,A320,CN-NML,10:05:00,10:01:21
FOO8319,EHAM,D,FOO,A321,OE-LCN,10:05:00,10:17:42
RYR7RW,LIRN,D,RYR,B738,EI-GDE,10:05:00,10:20:24
AFR67HE,LFPG,D,AFR,A320,F-GKXN,10:05:00,10:23:57
EZY62CX,EGCC,D,EZY,A320,G-EZUF,10:05:00,10:32:42
VLG27RR,LIPE,A,VLG,A320,EC-LVP,10:10:00,09:50:48
RYR215Q,LIME,A,RYR,B738,EI-FIZ,10:10:00,10:03:52
BAW473,EGLL,D,BAW,A320,G-EUUJ,10:10:00,10:17:22
EJU39QP,LSGG,A,EZY,A320,OE-IZD,10:15:00,09:44:50
EZY15FU,EGGW,A,EZY,A20N,G-UZHX,10:15:00,10:03:09
VLG69AJ,LEAM,D,VLG,A320,EC-KHN,10:15:00,10:18:46
EZY32GY,EGKK,A,EZY,A319,G-EZAL,10:15:00,10:25:36
KLM85J,EHAM,A,KLM,B738,PH-BXU,10:20:00,09:50:34
EZY27MQ,EGGP,A,EZY,A319,G-EZDV,10:20:00,09:52:06
VLG24YL,GCRR,D,VLG,A321,EC-MOO,10:20:00,10:20:51
VLG267S,LEMD,A,VLG,A320,EC-MVM,10:20:00,10:21:15
SVR7052,ULLI,D,SVR,A321,VQ-BKJ,10:20:00,10:23:40
VLG189L,EDDV,D,VLG,A320,EC-MBE,10:20:00,10:26:45
RYR65TB,EIDW,D,RYR,B738,EI-DPW,10:20:00,10:26:51
RYR6GA,EGCC,D,RYR,B738,EI-DCY,10:20:00,10:29:09
RYR70TT,EGPH,A,RYR,B738,EI-GSG,10:20:00,10:29:31
EIN562P,EIDW,A,EIN,A320,EI-DVE,10:20:00,10:30:01
VLG902H,LEGR,D,VLG,A320,EC-MOG,10:20:00,10:40:41
TSC256,CYUL,A,TSC,A332,C-GUBC,10:25:00,09:58:04
RYR70RV,LIRF,A,RYR,B738,EI-DLD,10:30:00,10:14:27
VLG15LB,LEAS,A,VLG,A320,EC-MAI,10:30:00,10:20:18
DAL195,KATL,D,DAL,B764,N830MH,10:30:00,10:30:26
TVP7305,EPWA,D,TVS,B738,OK-TVJ,10:30:00,10:37:20
DLH09H,EDDF,D,DLH,A321,D-AIRF,10:30:00,10:53:55
VLG60VC,LIRQ,A,VLG,A319,EC-MIR,10:35:00,10:15:55
DAL476,KJFK,A,DAL,B764,N825MH,10:35:00,10:19:18
RYR2GX,LIPE,A,RYR,B738,EI-ENB,10:35:00,10:25:58
VLG15AW,LFMN,A,VLG,A320,EC-LUO,10:35:00,10:29:50
VLG58RP,LFLL,D,VLG,A320,EC-MBT,10:35:00,10:45:00
ROT421U,LROP,A,ROT,B737,YR-BGG,10:40:00,10:30:02
EZY49FE,EGGD,D,EZY,A319,G-EZAP,10:40:00,10:45:25
VLG906P,LEZL,A,VLG,A320,EC-LLJ,10:45:00,10:23:45
RYR18PP,EGGP,A,RYR,B738,EI-EVI,10:45:00,10:27:36
IBE0930,LEMD,A,IBE,A20N,EC-MXY,10:45:00,10:37:18
RYR2KM,LFOB,A,RYR,B738,EI-FOF,10:45:00,10:40:11
ETD35Q,OMAA,D,ETD,B789,A6-BLM,10:45:00,10:53:33
CTN375,LDZA,D,CTN,CRJX,EC-MLC,10:45:00,10:56:00
RYR8ST,LIMF,D,RYR,B738,EI-DPD,10:45:00,11:17:42
VLG2975,LFRS,A,VLG,A320,EC-MBY,10:50:00,10:26:42
BAW478S,EGLL,A,BAW,A320,G-EUUD,10:50:00,10:33:10
EZY89ZM,EGGW,D,EZY,A20N,G-UZHX,10:50:00,10:52:29
AZA2TW,LIRF,A,AZA,A320,I-BIKD,10:50:00,10:53:28
EZY57UT,EGKK,D,EZY,A319,G-EZAL,10:50:00,10:55:37
VLG37BL,EGKK,D,VLG,A320,EC-KJD,10:50:00,11:02:51
RYR6RP,EGSS,D,RYR,B738,EI-FIZ,10:50:00,11:03:50
VLG5TD,LIEO,D,VLG,A320,EC-MKO,10:50:00,11:19:59
VLG8037,LFPO,A,VLG,A319,EC-NGB,10:55:00,10:31:57
VLG2913,LFBD,A,VLG,A320,EC-MFL,10:55:00,10:44:17
RYR626E,EGPH,D,RYR,B738,EI-GSG,10:55:00,10:58:16
RYR58K,LIPZ,A,RYR,B738,EI-FTD,11:00:00,10:29:08
SDM6701,ULLI,A,SDM,A320,VP-BZQ,11:00:00,10:30:17
AFL2638,UUEE,A,AFL,A321,VP-BEW,11:00:00,10:43:56
DLH27U,EDDM,A,DLH,A320,D-AIZE,11:00:00,10:48:10
VLG8745,LMML,A,VLG,A320,EC-MQE,11:00:00,10:51:02
AEE710,LGAV,A,AEE,A321,SX-DNH,11:00:00,10:51:40
VLG309K,LSGG,A,VLG,A320,EC-LQK,11:00:00,10:51:44
MAC372,GMFF,D,ABY,A320,CN-NML,11:00:00,11:10:54
EIN5HM,EIDW,D,EIN,A320,EI-DVE,11:00:00,11:11:52
EZY45CQ,EGGP,D,EZY,A319,G-EZDV,11:00:00,11:22:33
VLG7365,GMTT,A,VLG,A320,EC-MGE,11:05:00,11:01:32
VLG1595,LEXJ,A,VLG,A320,EC-LVO,11:05:00,11:03:40
AEA6156,LEPA,A,AEA,B738,EC-LTM,11:05:00,11:10:47
VLG80MC,LFPO,D,VLG,A320,EC-MVM,11:05:00,11:11:36
FIN7RT,EFHK,D,FIN,A321,OH-LZN,11:05:00,11:18:47
KLM86N,EHAM,D,KLM,B738,PH-BXU,11:05:00,11:21:35
BRU869,UMMS,A,BRU,B735,EW-294PA,11:10:00,11:02:59
VLG318M,LFPO,A,VLG,A320,EC-MBD,11:10:00,11:14:06
VLG30MJ,GCLP,A,VLG,A321,EC-MMH,11:15:00,10:54:00
VLG21GU,LEMG,A,VLG,A321,EC-MQL,11:15:00,11:03:41
UAL121,KEWR,D,UAL,B78X,N12006,11:15:00,11:15:22
RYR9XE,LKPR,D,RYR,B738,EI-ENB,11:15:00,11:31:15
RYR2ZG,LEXJ,D,RYR,B738,EI-DLD,11:15:00,11:40:35
AAL67,KJFK,D,AAL,B772,N781AN,11:15:00,11:47:36
VLG20CG,LEGR,A,VLG,A321,EC-MGZ,11:20:00,11:01:22
BAW448,EGLL,A,BAW,A320,G-EUUH,11:20:00,11:04:47
VLG15AC,GCXO,A,VLG,A20N,EC-NEA,11:20:00,11:16:57
VLG25QJ,EDDH,D,VLG,A320,EC-LUO,11:20:00,11:20:31
VLG60QY,LIRQ,D,VLG,A319,EC-MIR,11:20:00,11:28:54
RYR5PD,EGGP,D,RYR,B738,EI-EVI,11:20:00,11:31:17
AFR87VQ,LFPG,A,AFR,A321,F-GTAE,11:25:00,11:20:36
CCA846,ZBAA,D,CCA,A333,B-8383,11:25:00,11:26:10
RYR1UE,LEMG,D,RYR,B738,EI-FOF,11:25:00,11:36:57
VLG7337,GMMX,A,VLG,A320,EC-MVE,11:30:00,10:59:26
RYR2MQ,EGSS,A,RYR,B738,EI-EVW,11:30:00,11:15:29
VLG1703,LEVX,A,VLG,A320,EC-MVN,11:30:00,11:16:24
VLG58QZ,LSZH,A,VLG,A320,EC-MXG,11:30:00,11:28:57
THY6AS,LTFM,D,THY,A333,TC-JOI,11:30:00,11:31:53
VLG74KB,LEZL,D,VLG,A320,EC-MBM,11:30:00,11:34:46
ROT422L,LROP,D,ROT,B737,YR-BGG,11:30:00,11:48:10
VLG3744,LEMH,D,VLG,A320,EC-LVP,11:30:00,11:51:36
EJU83CN,LFSB,A,EZY,A320,OE-IZL,11:35:00,11:30:03
RYR3GG,EBCI,D,RYR,B738,EI-DCF,11:35:00,11:37:15
VLG87AB,EGBB,D,VLG,A320,EC-MEL,11:35:00,11:38:35
RYR907E,LEST,D,RYR,B738,EI-FTD,11:35:00,11:51:14
EJU96WH,LFBD,A,EZY,A320,OE-IZW,11:40:00,11:29:56
AZA077,LIRF,D,AZA,A320,I-BIKD,11:40:00,11:42:13
BAW479,EGLL,D,BAW,A320,G-EUUD,11:40:00,11:46:26
VLG18KA,EDDT,D,VLG,A320,EC-MEQ,11:40:00,11:48:18
VLG25MR,EGCC,D,VLG,A319,EC-MIQ,11:40:00,11:56:14
VLG24BM,LDSP,D,VLG,A320,EC-MAI,11:40:00,12:05:24
VLG3RC,EBBR,A,VLG,A20N,EC-NDC,11:45:00,11:26:51
VLG61WG,LIRF,A,VLG,A20N,EC-NBA,11:45:00,11:39:17
DLH85N,EDDF,A,DLH,A20N,D-AINC,11:45:00,11:44:55
ROU1915,CYYZ,D,ROU,B763,C-FMWU,11:45:00,11:46:30
VLG64CC,LIPZ,A,VLG,A321,EC-MLM,11:45:00,11:46:51
IBK56V,EKCH,A,NAX,B738,EI-FJZ,11:45:00,11:47:45
VLG39DL,LEPA,D,VLG,A320,EC-LQK,11:45:00,11:48:59
ANE8251,GEML,A,IBE,AT76,EC-NCD,11:50:00,11:39:43
WJA14,CYYZ,A,WJA,B763,C-FOGT,11:50:00,11:41:00
AEA7706,LEMD,D,AEA,A332,EC-JPF,11:50:00,11:50:40
VLG828W,EGKK,D,VLG,A320,EC-MQE,11:50:00,11:57:10
AEE711,LGAV,D,AEE,A321,SX-DNH,11:50:00,12:06:57
VLG12GC,ESSA,D,VLG,A320,EC-MGE,11:50:00,12:07:30
VLG35TQ,LEIB,A,VLG,A20N,EC-NCU,11:55:00,11:50:08
RYR5LR,EBBR,A,RYR,B738,EI-DPY,11:55:00,11:54:55
DLH12K,EDDM,D,DLH,A320,D-AIZE,11:55:00,12:02:26
AEA6037,LEPA,D,AEA,B738,EC-LTM,11:55:00,12:06:32
SDM6702,ULLI,D,SDM,A320,VP-BZQ,11:55:00,12:15:45
VLG61VJ,LIRF,D,VLG,A320,EC-MBD,11:55:00,12:20:11
VLG18ER,EDDM,A,VLG,A320,EC-MBK,12:00:00,11:39:54
EWG4CK,EDDS,A,EWG,A319,D-ABGJ,12:00:00,11:46:03
TAP1040,LPPT,A,TAP,A319,CS-TTD,12:00:00,11:46:12
VLG84LC,LPPT,A,VLG,A321,EC-MMU,12:00:00,11:48:41
UAL141,KIAD,D,UAL,B764,N76054,12:00:00,12:06:00
BRU870,UMMS,D,BRU,B735,EW-294PA,12:00:00,12:07:31
AFL2639,UUEE,D,AFL,A321,VP-BEW,12:00:00,12:15:22
IBE12BV,LEMD,D,IBE,A20N,EC-MXY,12:00:00,12:22:19
VLG37MY,LEMH,A,VLG,A320,EC-KDG,12:05:00,11:44:30
EJU37XU,LFLL,A,EZY,A319,OE-LKL,12:05:00,11:48:51
VLG32KU,GCXO,D,VLG,A20N,EC-NEA,12:05:00,12:05:14
VLG21VC,LEMG,D,VLG,A321,EC-MQL,12:05:00,12:09:05
RYR86XJ,LIME,D,RYR,B738,EI-FRE,12:05:00,12:29:23
ROU1912,CYUL,A,ROU,B763,C-FIYA,12:10:00,11:49:46
VLG2AB,GCLP,D,VLG,A321,EC-MMH,12:10:00,12:19:31
EJU8569,EGKK,A,EZY,A320,OE-ICR,12:15:00,12:01:10
RYR129,EDDH,A,RYR,B738,EI-DCW,12:15:00,12:15:48
VLG19ZN,EGKK,A,VLG,A320,EC-JSY,12:15:00,12:18:18
VLG6334,LIMC,D,VLG,A320,EC-MBY,12:15:00,12:21:58
VLG377B,LPPT,D,VLG,A320,EC-LVO,12:15:00,12:21:59
TSC257,CYUL,D,TSC,A332,C-GUBC,12:15:00,12:31:41
THY5JD,LTFJ,A,THY,B738,TC-JVA,12:20:00,12:00:12
LOT437,EPWA,A,LOT,B738,SP-LWC,12:20:00,12:09:16
VLG6501,LIRN,A,VLG,A320,EC-MAN,12:20:00,12:13:11
VLG73DB,LSZH,D,VLG,A320,EC-MVE,12:20:00,12:24:59
VLG43BT,LIBD,D,VLG,A321,EC-MGZ,12:20:00,12:26:07
AFR1349,LFPG,D,AFR,A321,F-GTAE,12:20:00,12:26:45
EJU71WZ,EGKK,D,EZY,A320,OE-IZL,12:20:00,12:36:13
TAM8115,SBGR,D,TAM,B763,PT-MSV,12:20:00,12:37:30
TSC268,CYYZ,A,TSC,A332,C-GTSR,12:25:00,12:04:27
RYR4589,EGFF,A,RYR,B738,EI-DPV,12:25:00,12:10:09
BAW449,EGLL,D,BAW,A320,G-EUUH,12:25:00,12:56:14
VLG83PJ,EHAM,A,VLG,A320,EC-MKN,12:30:00,12:20:04
VLG1281,LDZA,A,VLG,A320,EC-KCU,12:30:00,12:21:02
VLG89TE,LFPG,A,VLG,A321,EC-MRF,12:30:00,12:21:12
VLG326C,LPFR,D,VLG,A320,EC-LOP,12:30:00,12:35:15
IBK365L,EKCH,D,NAX,B738,EI-FJZ,12:30:00,12:35:25
VLG857Q,EBBR,D,VLG,A20N,EC-NBA,12:30:00,12:36:34
IBE2626,KBOS,A,IBE,A332,EC-MOU,12:30:00,12:45:04
VLG8477,LPPR,A,VLG,A20N,EC-MZT,12:35:00,12:22:45
BAW484C,EGLL,A,BAW,A320,G-EUUC,12:35:00,12:23:40
VLG6605,LICJ,A,VLG,A20N,EC-NAF,12:35:00,12:39:23
KLM65H,EHAM,A,KLM,B738,PH-BXE,12:35:00,12:43:30
RAM964Y,GMMN,A,RAM,B737,CN-ROD,12:40:00,12:31:52
AUI991,UKBB,A,AUI,B739,UR-PSI,12:40:00,12:32:46
VLG72LD,EIDW,D,VLG,A20N,EC-NCU,12:40:00,12:47:36
EWG2HC,EDDS,D,EWG,A319,D-ABGJ,12:40:00,12:53:00
EJU92FG,LFLL,D,EZY,A319,OE-LKL,12:40:00,13:12:11
VLG85LP,EDDL,D,VLG,A320,EC-MXG,12:45:00,12:53:44
VLG35LG,LEIB,D,VLG,A320,EC-MVN,12:45:00,13:01:17
DAL477,KJFK,D,DAL,B764,N825MH,12:45:00,13:02:29
DLH02A,EDDF,D,DLH,A20N,D-AINC,12:45:00,13:06:52
RYR63LN,EGNX,A,RYR,B738,EI-DHS,12:50:00,12:32:40
VLG803E,LFPO,D,VLG,A321,EC-MMU,12:50:00,12:51:47
TAP1035,LPPT,D,TAP,A319,CS-TTD,12:50:00,12:52:32
VLG15GE,LEAS,D,VLG,A320,EC-KDG,12:50:00,12:54:06
IBE11ZL,LEMD,A,IBE,A321,EC-IJN,12:50:00,12:54:40
ANE8250,GEML,D,IBE,AT76,EC-NCD,12:50:00,12:57:48
AAL743,KPHL,D,AAL,A332,N290AY,12:50:00,12:59:10
RYR6YN,LEPA,D,RYR,B738,EI-DPY,12:50:00,12:59:28
DLH48H,EDDM,A,DLH,A320,D-AIPH,12:55:00,12:46:20
VLG78SL,EGKK,A,VLG,A321,EC-MPV,12:55:00,12:50:29
NAX7107,KLAX,D,NAX,B789,SE-RXM,13:00:00,13:10:02
EJU73EN,LFPG,D,EZY,A320,OE-IZW,13:00:00,13:17:31
AFL2648,UUEE,A,AFL,A321,VP-BFX,13:05:00,12:52:35
RYR9553,EGBB,A,RYR,B738,EI-EBL,13:05:00,12:53:34
DLH08F,EDDF,A,DLH,A321,D-AISV,13:05:00,13:02:06
VLG88GX,LEJR,D,VLG,A320,EC-MAN,13:05:00,13:06:16
EJU32YQ,LIMC,A,EZY,A319,OE-LQQ,13:10:00,12:55:39
AVA018,SKBO,A,AVA,B788,N782AV,13:10:00,13:03:28
EJU79AN,EGGD,D,EZY,A320,OE-ICR,13:10:00,13:10:57
LOT4GM,EPWA,D,LOT,B738,SP-LWC,13:10:00,13:31:41
VLG9AA,EDDM,D,VLG,A320,EC-KCU,13:15:00,13:22:37
