callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
VLG48PE,LFBD,D,VLG,A320,EC-MAI,07:50:00,08:01:47
VLG242N,LFPG,D,VLG,A321,EC-MOO,07:50:00,08:08:16
VLG91UB,LEPA,A,VLG,A20N,EC-NFI,07:55:00,07:59:37
DLH02K,EDDM,D,DLH,A320,D-AIPT,07:55:00,08:10:28
RYR6362,LEPA,D,RYR,B738,EI-DWB,08:00:00,08:00:04
RYR12WZ,EDDH,D,RYR,B738,EI-GDE,08:00:00,08:01:54
VLG74TG,GCXO,D,VLG,A20N,EC-NCF,08:00:00,08:05:38
IBK3AP,ENZV,D,NAX,B738,EI-FVW,08:00:00,08:10:10
IBE0801,LEMD,D,IBE,A321,EC-JRE,08:00:00,08:11:52
IBK5KC,EKCH,D,NAX,B738,EI-FVY,08:00:00,08:20:54
DLH25E,EDDF,D,DLH,A321,D-AIRF,08:00:00,08:43:39
EJU67YH,LIMC,A,EZY,A320,OE-INE,08:05:00,07:42:14
VLG1311,LEAL,A,VLG,A320,EC-KDH,08:10:00,07:58:52
TRA89A,EHAM,A,TRA,B738,PH-HXA,08:10:00,08:01:14
RYR1E,GMMX,D,RYR,B738,EI-DLC,08:10:00,08:14:09
VLG14GL,LEBB,A,VLG,A320,EC-MBT,08:10:00,08:20:15
RYR6397,LEZL,A,RYR,B738,EI-FTD,08:15:00,08:01:28
LDM96D,LOWW,A,LDM,A320,OE-IBJ,08:15:00,08:02:26
VLG80XK,LFPO,D,VLG,A20N,EC-NCU,08:15:00,08:32:19
TVF25JY,LFPO,A,TRA,B738,F-GZHP,08:20:00,08:04:47
VLG21AL,LEMG,A,VLG,A320,EC-MFM,08:25:00,08:09:02
EWG4CK,EDDS,A,EWG,A320,D-ABDQ,08:25:00,08:14:51
VLG22TQ,LEZL,A,VLG,A320,EC-MEQ,08:25:00,08:19:45
VLG1594,LEXJ,D,VLG,A320,EC-MKO,08:25:00,08:35:12
DLH22A,EDDM,A,DLH,A320,D-AIPE,08:30:00,08:05:38
EWG5B,LOWW,A,EWG,A319,OE-LYX,08:30:00,08:22:17
IBE0831,LEMD,D,IBE,A320,EC-LXQ,08:30:00,08:35:04
VLG41SB,LEST,A,VLG,A320,EC-MVD,08:35:00,07:59:22
VLG3923,LEPA,A,VLG,A20N,EC-NAJ,08:35:00,08:07:47
BEL6BC,EBBR,A,BEL,A320,OO-SND,08:35:00,08:23:54
RYR21JE,LIPZ,D,RYR,B738,EI-DPM,08:35:00,08:50:39
WZZ161,LHBP,A,WZZ,A21N,HA-LVF,08:40:00,08:39:46
AEA52UP,LEPA,D,AEA,B738,EC-III,08:40:00,08:41:06
EJU68LP,LIMC,D,EZY,A320,OE-INE,08:40:00,08:41:28
VLG39ZS,LEPA,D,VLG,A20N,EC-NFI,08:40:00,08:42:47
EWG47Y,EDDL,A,EWG,A320,D-ABZE,08:45:00,08:20:33
IBE0730,LEMD,A,IBE,A321,EC-ILO,08:45:00,08:32:19
RYR3T,LEMG,A,RYR,B738,EI-FZO,08:45:00,08:32:38
VLG3NF,LECO,A,VLG,A320,EC-MVE,08:45:00,08:41:21
DAL194,KATL,A,DAL,B764,N829MH,08:45:00,08:42:01
SIA378,LIMC,A,SIA,A359,9V-SMT,08:45:00,08:43:11
VLG70AR,LFPO,A,VLG,A321,EC-MJR,08:50:00,08:18:45
SWR198F,LSZH,A,SWR,A321,HB-IOM,08:50:00,08:46:03
QTR19LJ,OTHH,D,TAM,A359,A7-AMB,08:50:00,09:00:56
VLG7845,LLBG,A,VLG,A320,EC-MBY,08:50:00,09:05:19
RYR39AJ,LEZL,D,RYR,B738,EI-DHH,08:50:00,09:10:14
VLG691Z,LIRF,A,VLG,A20N,EC-NAX,08:55:00,08:39:44
VLG15NT,LEAS,A,VLG,A320,EC-KJD,08:55:00,08:41:11
AEA7701,LEMD,A,AEA,A332,EC-LQP,08:55:00,08:43:12
VLG39PB,LEPA,A,VLG,A320,EC-MXG,08:55:00,08:57:02
EJU76LR,LIRN,A,EZY,A319,OE-LQN,08:55:00,08:57:13
VLG48SG,LEAL,D,VLG,A320,EC-KDH,08:55:00,09:13:17
VLG4TZ,LEBB,D,VLG,A320,EC-MBT,08:55:00,09:21:48
TRA132K,EHAM,D,TRA,B738,PH-HXA,08:55:00,09:23:06
RYR7XM,EDDB,A,RYR,B738,EI-DYR,09:00:00,08:41:15
UAL120,KEWR,A,UAL,B78X,N12003,09:00:00,08:49:37
AAL742,KPHL,A,AAL,A332,N284AY,09:00:00,08:51:11
VLG5PK,LEMD,D,VLG,A320,EC-LOP,09:00:00,09:17:17
LDM68JT,LOWW,D,LDM,A320,OE-IBJ,09:00:00,09:18:44
TRA16Y,EHEH,A,TRA,B738,PH-HZJ,09:05:00,08:38:43
VLG7460,LEMD,A,VLG,A320,EC-JTQ,09:05:00,08:53:53
EWG2HC,EDDS,D,EWG,A320,D-ABDQ,09:05:00,09:16:54
TVF82CJ,LFPO,D,TRA,B738,F-GZHP,09:05:00,09:21:04
TAP1030,LPPR,A,TAP,A319,CS-TTN,09:10:00,08:53:24
TAM8114,SBGR,A,TAM,B763,PT-MSY,09:10:00,09:03:06
VLG14ZU,LEBB,A,VLG,A320,EC-MBM,09:10:00,09:09:35
VLG21CM,LEMG,D,VLG,A320,EC-LOB,09:10:00,09:13:01
AAL112,KMIA,A,AAL,B772,N797AN,09:10:00,09:17:26
AFR17BY,LFPG,A,AFR,A321,F-GTAH,09:10:00,09:19:16
VLG22UL,LEZL,D,VLG,A320,EC-MEQ,09:10:00,09:26:09
IBE0800,LEMD,A,IBE,A320,EC-MCS,09:15:00,09:12:43
DLH32K,EDDM,D,DLH,A320,D-AIPE,09:15:00,09:30:31
EWG7TJ,LOWW,D,EWG,A319,OE-LYX,09:15:00,09:31:53
BAW472,EGLL,A,BAW,A320,G-EUUL,09:20:00,08:58:37
FOO884E,EHAM,A,FOO,A321,OE-LCR,09:20:00,09:04:30
DAH2012,DAAG,A,DAH,B736,7T-VJU,09:20:00,09:05:51
EJU81EU,LFPG,A,EZY,A320,OE-IND,09:20:00,09:14:42
RYR8HR,LPPR,A,RYR,B738,EI-FOS,09:20:00,09:14:52
VLG5XZ,LEST,D,VLG,A320,EC-MVD,09:20:00,09:27:44
WZZ3EX,LHBP,D,WZZ,A21N,HA-LVF,09:20:00,09:37:38
VLG35JE,LEIB,D,VLG,A320,EC-MFM,09:20:00,09:38:32
RYR3GG,EBCI,D,RYR,B738,EI-FTD,09:20:00,09:39:19
VLG22FC,LEZL,A,VLG,A320,EC-MES,09:25:00,09:12:50
VLG39VW,LEPA,D,VLG,A20N,EC-NAJ,09:25:00,09:35:09
BEL96C,EBBR,D,BEL,A320,OO-SND,09:25:00,09:35:11
RYR1UE,LEMG,D,RYR,B738,EI-FZO,09:25:00,09:43:38
IBK2432,EGKK,A,NAX,B738,EI-FHX,09:30:00,09:10:33
RYR75KC,LEIB,A,RYR,B738,EI-DPY,09:30:00,09:17:52
VLG7477,DAAG,A,VLG,A320,EC-KCU,09:30:00,09:25:41
DLH11Y,EDDF,A,DLH,A321,D-AIRR,09:30:00,09:26:42
EJU23ZC,LIRN,D,EZY,A319,OE-LQN,09:30:00,09:40:00
IBE0931,LEMD,D,IBE,A321,EC-ILO,09:30:00,09:40:50
VLG12HG,LECO,D,VLG,A320,EC-MVE,09:30:00,09:45:34
EWG6VU,EDDL,D,EWG,A320,D-ABZE,09:30:00,09:48:02
VLG63QS,LEPA,A,VLG,A321,EC-MQL,09:35:00,09:21:16
VLG75BB,LEIB,A,VLG,A320,EC-MQE,09:35:00,09:25:14
RYR643Q,ESGG,A,RYR,B738,EI-FRE,09:35:00,09:38:04
RYR1DN,EDDB,D,RYR,B738,EI-DYR,09:35:00,09:42:53
VLG80EQ,LFPO,D,VLG,A321,EC-MJR,09:35:00,10:01:37
SWR195N,LSZH,D,SWR,A321,HB-IOM,09:40:00,09:45:45
AAL113,KMIA,D,AAL,B772,N771AN,09:40:00,09:47:25
VLG61ZZ,LIRF,D,VLG,A20N,EC-NAX,09:40:00,09:54:44
VLG37LX,LEMH,D,VLG,A320,EC-KJD,09:40:00,10:13:31
VLG2LU,LEMH,A,VLG,A20N,EC-NCG,09:45:00,09:35:12
RYR2UB,EIDW,A,RYR,B738,EI-EVG,09:45:00,09:41:23
RYR95VX,EGCC,A,RYR,B738,EI-FOT,09:45:00,09:48:08
VLG9450,LEMD,D,VLG,A320,EC-JTQ,09:45:00,09:58:04
AEA7702,LEMD,D,AEA,B738,EC-MJU,09:45:00,10:17:38
VLG13ME,LEAL,A,VLG,A320,EC-KHN,09:50:00,09:22:18
IBE0830,LEMD,A,IBE,A320,EC-LVD,09:50:00,09:38:13
NAX7156,KORD,A,NAX,B789,SE-RXZ,09:50:00,09:39:15
TRA77E,EHEH,D,TRA,B738,PH-HZJ,09:50:00,10:06:33
EJU68YB,EDDB,A,EZY,A320,OE-IVE,09:55:00,09:29:13
IRM136,OIIE,A,IRM,A346,EP-MMF,09:55:00,09:42:45
EJU27DA,LFPG,D,EZY,A320,OE-IND,09:55:00,09:55:53
TAP1033,LPPR,D,TAP,A319,CS-TTN,09:55:00,09:57:32
VLG83BZ,LEBB,D,VLG,A320,EC-MBM,09:55:00,09:59:29
RYR8PC,LPPR,D,RYR,B738,EI-FOS,09:55:00,10:03:28
THY9RV,LTFM,A,THY,A333,TC-JOM,10:00:00,09:55:42
VLG6332,LIMC,D,VLG,A320,EC-MXG,10:00:00,10:02:56
EWG66F,EDDL,A,EWG,A319,D-ABGQ,10:00:00,10:05:13
IBE10HD,LEMD,D,IBE,A320,EC-MCS,10:00:00,10:08:19
ANE49YK,LEVC,A,IBE,CRJ9,EC-JZT,10:05:00,09:37:24
FIN6RM,EFHK,A,FIN,A321,OH-LZP,10:05:00,09:57:25
VLG14QM,LEBB,A,VLG,A320,EC-MXP,10:05:00,10:05:09
ROU1914,CYYZ,A,ROU,B763,C-GEOU,10:05:00,10:17:36
AFR67HE,LFPG,D,AFR,A321,F-GTAH,10:05:00,10:21:29
RYR7RW,LIRN,D,RYR,B738,EI-DPY,10:05:00,10:29:25
FOO8319,EHAM,D,FOO,A321,OE-LCR,10:05:00,10:30:10
RYR215Q,LIME,A,RYR,B738,EI-DYC,10:10:00,10:09:19
BAW473,EGLL,D,BAW,A320,G-EUUL,10:10:00,10:10:01
VLG27RR,LIPE,A,VLG,A20N,EC-MZT,10:10:00,10:13:47
VLG22EA,LEZL,D,VLG,A320,EC-MES,10:10:00,10:15:49
SIA377,LIMC,D,SIA,A359,9V-SMT,10:10:00,10:40:41
EZY15FU,EGGW,A,EZY,A320,G-EZWJ,10:15:00,09:40:36
EJU39QP,LSGG,A,EZY,A320,OE-IZL,10:15:00,10:15:02
VLG69AJ,LEAM,D,VLG,A320,EC-KCU,10:15:00,10:18:30
RYR45LG,ESGG,D,RYR,B738,EI-FOG,10:15:00,10:27:04
EZY27MQ,EGGP,A,EZY,A319,G-EZAK,10:20:00,10:05:11
RYR70TT,EGPH,A,RYR,B738,EI-DWA,10:20:00,10:07:40
KLM85J,EHAM,A,KLM,B738,PH-BXA,10:20:00,10:09:13
EIN562P,EIDW,A,EIN,A320,EI-FNJ,10:20:00,10:10:49
DAH2013,DAAG,D,DAH,B736,7T-VJU,10:20:00,10:20:59
VLG267S,LEMD,A,VLG,A320,EC-LVT,10:20:00,10:29:25
RYR65TB,EIDW,D,RYR,B738,EI-EVG,10:20:00,10:34:52
RYR6GA,EGCC,D,RYR,B738,EI-FOT,10:20:00,10:36:34
VLG189L,EDDV,D,VLG,A320,EC-LQK,10:20:00,10:36:40
VLG24YL,GCRR,D,VLG,A321,EC-MQL,10:20:00,10:38:43
VLG902H,LEGR,D,VLG,A320,EC-MQE,10:20:00,10:45:41
VLG15LB,LEAS,A,VLG,A320,EC-LUO,10:30:00,10:15:31
RYR70RV,LIRF,A,RYR,B738,EI-DCG,10:30:00,10:17:18
DAL195,KATL,D,DAL,B764,N829MH,10:30:00,10:32:44
VLG8526,ESGG,D,VLG,A20N,EC-NCG,10:30:00,10:46:38
EJU15CR,EDDB,D,EZY,A320,OE-IVE,10:30:00,10:49:19
DLH09H,EDDF,D,DLH,A321,D-AIRR,10:30:00,10:54:38
VLG14SD,LEBB,A,VLG,A20N,EC-NEA,10:35:00,10:13:33
DAL476,KJFK,A,DAL,B764,N843MH,10:35:00,10:14:59
VLG60VC,LIRQ,A,VLG,A319,EC-MGF,10:35:00,10:22:00
RYR2GX,LIPE,A,RYR,B738,EI-FIZ,10:35:00,10:25:03
VLG15AW,LFMN,A,VLG,A320,EC-MKN,10:35:00,10:34:55
ANE12KQ,LEBZ,D,IBE,CRJ9,EC-JZT,10:35:00,10:42:36
ROT421U,LROP,A,ROT,B737,YR-BGF,10:40:00,10:23:01
EZY32GY,EGKK,A,EZY,A320,G-EZPI,10:40:00,10:31:09
DAH2018,DAOO,A,DAH,B738,7T-VKP,10:45:00,10:13:29
IBE0930,LEMD,A,IBE,A320,EC-IZR,10:45:00,10:30:59
VLG42YX,LEZL,A,VLG,A320,EC-MER,10:45:00,10:31:14
RYR2KM,LFOB,A,RYR,B738,EI-DLD,10:45:00,10:44:08
VLG6408,LIPZ,D,VLG,A320,EC-KLB,10:45:00,10:46:02
ETD35Q,OMAA,D,ETD,B789,A6-BLT,10:45:00,10:52:41
EWG9445,EDDL,D,EWG,A319,D-ABGQ,10:45:00,10:56:28
IBK2433,EGKK,D,NAX,B738,EI-FHX,10:45:00,11:02:03
BAW478S,EGLL,A,BAW,A320,G-EUYE,10:50:00,10:31:54
AZA2TW,LIRF,A,AZA,A320,EI-IKL,10:50:00,10:32:10
VLG2975,LFRS,A,VLG,A320,EC-MVN,10:50:00,10:53:24
EJU27UC,LFMN,D,EZY,A320,OE-IZL,10:50:00,10:53:35
EZY89ZM,EGGW,D,EZY,A320,G-EZWJ,10:50:00,10:53:36
RYR6RP,EGSS,D,RYR,B738,EI-DYC,10:50:00,10:55:47
VLG2913,LFBD,A,VLG,A320,EC-MAI,10:55:00,10:47:17
EZY45CQ,EGGP,D,EZY,A319,G-EZAK,10:55:00,11:00:53
VLG8037,LFPO,A,VLG,A320,EC-JZI,10:55:00,11:06:15
RYR4909,LYPG,D,RYR,B738,EI-FRE,10:55:00,11:06:59
RYR626E,EGPH,D,RYR,B738,EI-DWA,10:55:00,11:16:25
DLH27U,EDDM,A,DLH,A320,D-AIWA,11:00:00,10:41:08
AEE710,LGAV,A,AEE,A321,SX-DGS,11:00:00,10:45:13
RYR5LR,EBBR,A,RYR,B738,EI-DPT,11:00:00,10:46:44
AFL2638,UUEE,A,AFL,A321,VP-BTH,11:00:00,10:50:58
VLG25MR,EGCC,D,VLG,A320,EC-KHN,11:00:00,11:01:31
IBE11AT,LEMD,D,IBE,A320,EC-LVD,11:00:00,11:18:55
VLG32JJ,LEMD,A,VLG,A320,EC-LVU,11:05:00,10:47:14
AEA6156,LEPA,A,AEA,B738,EC-III,11:05:00,10:56:37
VLG7365,GMTT,A,VLG,A20N,EC-NAZ,11:05:00,11:03:20
EIN5HM,EIDW,D,EIN,A320,EI-FNJ,11:05:00,11:13:25
VLG80MC,LFPO,D,VLG,A320,EC-LVT,11:05:00,11:14:46
FIN7RT,EFHK,D,FIN,A321,OH-LZP,11:05:00,11:21:37
KLM86N,EHAM,D,KLM,B738,PH-BXA,11:05:00,11:26:59
EJU96WH,LFBD,A,EZY,A320,OE-IZW,11:10:00,11:01:22
VLG58QZ,LSZH,A,VLG,A20N,EC-NDC,11:10:00,11:01:59
VLG318M,LFPO,A,VLG,A320,EC-MNZ,11:10:00,11:06:28
VLG41BV,LEVD,D,VLG,A20N,EC-MZT,11:10:00,11:23:10
VLG30MJ,GCLP,A,VLG,A321,EC-MMH,11:15:00,11:01:09
VLG21GU,LEMG,A,VLG,A321,EC-MGZ,11:15:00,11:09:05
VLG3744,LEMH,D,VLG,A320,EC-LUO,11:15:00,11:18:20
VLG7AY,EKYT,D,VLG,A320,EC-MBY,11:15:00,11:19:25
RYR2ZG,LEXJ,D,RYR,B738,EI-DCG,11:15:00,11:23:11
IBE2605,SCEL,D,IBE,A332,EC-MOU,11:15:00,11:28:09
UAL121,KEWR,D,UAL,B78X,N12003,11:15:00,11:30:19
EZY57UT,EGKK,D,EZY,A320,G-EZPI,11:15:00,11:32:36
VLG6005,LIMJ,D,VLG,A320,EC-MXP,11:15:00,11:35:16
AAL67,KJFK,D,AAL,B772,N797AN,11:15:00,11:36:58
EXS98FS,EGPF,A,EXS,B738,G-JZHZ,11:20:00,10:59:33
VLG20CG,LEGR,A,VLG,A321,EC-MHA,11:20:00,11:04:30
VLG15AC,GCXO,A,VLG,A320,EC-JGM,11:20:00,11:04:40
RYR9XE,LKPR,D,RYR,B738,EI-FIZ,11:20:00,11:20:14
RYR8ST,LIMF,D,RYR,B738,EI-DLD,11:20:00,11:23:47
VLG60QY,LIRQ,D,VLG,A319,EC-MGF,11:20:00,11:31:06
VLG25QJ,EDDH,D,VLG,A20N,EC-NEA,11:20:00,11:39:18
VLG5CB,LFRN,A,VLG,A320,EC-MAN,11:25:00,11:08:30
AFR87VQ,LFPG,A,AFR,A320,F-GKXI,11:25:00,11:51:25
VLG1703,LEVX,A,VLG,A320,EC-MBD,11:30:00,11:14:05
EXS68ZM,EGCC,A,EXS,B738,G-DRTH,11:30:00,11:15:13
RYR2MQ,EGSS,A,RYR,B738,EI-DLE,11:30:00,11:17:10
ROT422L,LROP,D,ROT,B737,YR-BGF,11:30:00,11:36:40
VLG74KB,LEZL,D,VLG,A320,EC-MKN,11:30:00,11:46:18
THY6AS,LTFM,D,THY,A333,TC-JOM,11:30:00,11:47:40
VLG14AH,LEBB,D,VLG,A320,EC-JSY,11:30:00,11:52:35
EJU83CN,LFSB,A,EZY,A320,OE-IZD,11:35:00,11:23:38
IRM137,OIIE,D,IRM,A346,EP-MMF,11:35:00,11:43:13
VLG87AB,EGBB,D,VLG,A320,EC-KDX,11:35:00,12:00:22
AZA077,LIRF,D,AZA,A320,EI-IKL,11:40:00,11:40:47
VLG62AM,LFSB,D,VLG,A20N,EC-NAF,11:40:00,11:50:05
BAW479,EGLL,D,BAW,A320,G-EUYE,11:40:00,11:52:57
VLG18KA,EDDT,D,VLG,A320,EC-MAI,11:40:00,12:02:42
VLG64CC,LIPZ,A,VLG,A321,EC-MRF,11:45:00,11:17:56
VLG61WG,LIRF,A,VLG,A320,EC-KDG,11:45:00,11:21:26
VLG89VK,LIMC,A,VLG,A320,EC-MUM,11:45:00,11:24:47
VLG8477,LPPR,A,VLG,A20N,EC-NCS,11:45:00,11:33:05
DLH85N,EDDF,A,DLH,A321,D-AIRT,11:45:00,11:35:33
DAH2019,DAOO,D,DAH,B738,7T-VKP,11:45:00,11:47:23
VLG3RC,EBBR,A,VLG,A320,EC-MAX,11:45:00,11:49:31
ROU1915,CYYZ,D,ROU,B763,C-GEOU,11:45:00,11:52:12
VLG39DL,LEPA,D,VLG,A320,EC-MFL,11:45:00,11:57:03
AEA7706,LEMD,D,AEA,A332,EC-LQP,11:50:00,11:51:23
VLG12GC,ESSA,D,VLG,A20N,EC-NAZ,11:50:00,11:54:42
AEE711,LGAV,D,AEE,A321,SX-DGS,11:50:00,11:57:54
RYR18PP,EGGP,A,RYR,B738,EI-DYM,11:55:00,11:27:23
VLG35TQ,LEIB,A,VLG,A320,EC-MFM,11:55:00,11:41:06
VLG61VJ,LIRF,D,VLG,A320,EC-LVU,11:55:00,11:55:28
DLH12K,EDDM,D,DLH,A320,D-AIWA,11:55:00,12:10:46
AEA6037,LEPA,D,AEA,B738,EC-III,11:55:00,12:11:37
VLG18ER,EDDM,A,VLG,A320,EC-LVP,12:00:00,11:40:05
TAP1040,LPPT,A,TAP,A319,CS-TTU,12:00:00,11:48:52
VLG377B,LPPT,D,VLG,A20N,EC-NDC,12:00:00,12:04:15
VLG84LC,LPPT,A,VLG,A321,EC-MMU,12:00:00,12:04:31
UAL141,KIAD,D,UAL,B764,N76064,12:00:00,12:06:02
AFL2639,UUEE,D,AFL,A321,VP-BTH,12:00:00,12:11:24
VLG9DE,LFBO,D,VLG,A320,EC-MNZ,12:00:00,12:15:29
IBE12BV,LEMD,D,IBE,A320,EC-IZR,12:00:00,12:20:22
VLG1595,LEXJ,A,VLG,A320,EC-MKO,12:05:00,11:44:49
EZS45TM,LSGG,A,EZY,A320,HB-JXD,12:05:00,12:04:33
VLG37MY,LEMH,A,VLG,A320,EC-KJD,12:05:00,12:05:31
VLG32KU,GCXO,D,VLG,A320,EC-JGM,12:05:00,12:10:36
RYR86XJ,LIME,D,RYR,B738,EI-DLE,12:05:00,12:12:00
VLG736H,EHAM,D,VLG,A321,EC-MHA,12:05:00,12:14:52
EXS5LS,EGPF,D,EXS,B738,G-JZHZ,12:05:00,12:15:27
VLG21VC,LEMG,D,VLG,A321,EC-MGZ,12:05:00,12:17:43
BRU869,UMMS,A,BRU,E195,EW-533PO,12:10:00,12:03:51
VLG2AB,GCLP,D,VLG,A321,EC-MMH,12:10:00,12:45:47
NAX76C,KEWR,A,NAX,B789,SE-RXM,12:15:00,11:44:29
EJU8569,EGKK,A,EZY,A320,OE-ICR,12:15:00,11:49:46
EXS4P,EGNM,A,EXS,B733,G-GDFO,12:15:00,12:06:08
VLG6334,LIMC,D,VLG,A320,EC-MBD,12:15:00,12:21:18
LOT437,EPWA,A,LOT,B738,SP-LWB,12:20:00,12:13:53
VLG1100,LEMD,A,VLG,A320,EC-LOP,12:20:00,12:16:42
THY5JD,LTFJ,A,THY,B738,TC-JHY,12:20:00,12:19:33
AFR1349,LFPG,D,AFR,A320,F-GKXI,12:20:00,12:20:38
VLG6501,LIRN,A,VLG,A320,EC-MBK,12:20:00,12:21:43
NAX4CW,ENGM,A,NAX,B738,EI-FHR,12:20:00,12:26:41
EJU71WZ,EGKK,D,EZY,A320,OE-IZW,12:20:00,12:30:09
TAM8115,SBGR,D,TAM,B763,PT-MSY,12:20:00,12:46:09
VLG15LL,LFPO,A,VLG,A20N,EC-NCU,12:25:00,12:09:38
IBE2626,KBOS,A,IBE,A332,EC-NEN,12:30:00,12:17:01
VLG89TE,LFPG,A,VLG,A321,EC-MOO,12:30:00,12:18:08
VLG83PJ,EHAM,A,VLG,A320,EC-MVO,12:30:00,12:28:47
VLG577C,LDDU,D,VLG,A20N,EC-NCS,12:30:00,12:31:32
EXS59ED,EGCC,D,EXS,B738,G-DRTH,12:30:00,12:49:22
VLG534X,LICC,D,VLG,A320,EC-MUM,12:30:00,12:50:47
VLG857Q,EBBR,D,VLG,A320,EC-KDG,12:30:00,12:55:28
KLM65H,EHAM,A,KLM,B738,PH-BXF,12:35:00,12:05:35
ELY393,LLBG,A,ELY,B744,4X-ELA,12:35:00,12:12:45
BAW484C,EGLL,A,BAW,A320,G-EUYC,12:35:00,12:25:57
VLG2DZ,EGKK,D,VLG,A321,EC-MRF,12:35:00,12:37:30
AUI991,UKBB,A,AUI,B738,UR-PSM,12:40:00,12:27:31
EZS76WE,LSGG,D,EZY,A320,HB-JXD,12:40:00,12:42:51
RYR58K,LIPZ,A,RYR,B738,EI-DPM,12:40:00,12:43:18
RYR6LY,EGBB,D,RYR,B738,EI-DPT,12:40:00,12:46:44
VLG72LD,EIDW,D,VLG,A320,EC-MFM,12:40:00,12:48:41
VLG35LG,LEIB,D,VLG,A320,EC-LVP,12:45:00,12:47:13
VLG85LP,EDDL,D,VLG,A320,EC-MVN,12:45:00,12:50:16
DAL477,KJFK,D,DAL,B764,N843MH,12:45:00,12:58:42
DLH02A,EDDF,D,DLH,A321,D-AIRT,12:45:00,13:13:48
AAL743,KPHL,D,AAL,A332,N284AY,12:50:00,12:51:09
IBE11ZL,LEMD,A,IBE,A320,EC-JFN,12:50:00,12:57:10
RYR63LN,EGNX,A,RYR,B738,EI-DHS,12:50:00,12:59:04
TAP1035,LPPT,D,TAP,A319,CS-TTU,12:50:00,13:00:44
VLG803E,LFPO,D,VLG,A321,EC-MMU,12:50:00,13:04:38
VLG86KW,LFRB,D,VLG,A320,EC-MKO,12:50:00,13:06:47
VLG15GE,LEAS,D,VLG,A320,EC-KJD,12:50:00,13:14:35
DLH48H,EDDM,A,DLH,A321,D-AIRB,12:55:00,12:53:10
VLG78SL,EGKK,A,VLG,A321,EC-MPV,12:55:00,12:56:10
EJU79AN,EGGD,D,EZY,A320,OE-IZD,12:55:00,13:26:13
BRU870,UMMS,D,BRU,E195,EW-533PO,13:00:00,13:12:21
