callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
VLG91UB,LEPA,A,VLG,A20N,EC-NAJ,07:55:00,07:51:07
CCA839,ZSPD,A,CCA,A332,B-6536,08:00:00,07:51:24
VLG74TG,GCXO,D,VLG,A320,EC-LQK,08:00:00,08:02:07
IBE0801,LEMD,D,IBE,A320,EC-LVD,08:00:00,08:10:59
IBK5KC,EKCH,D,NAX,B738,EI-GBB,08:00:00,08:12:38
RYR6362,LEPA,D,RYR,B738,EI-EBF,08:00:00,08:12:50
DLH25E,EDDF,D,DLH,A321,D-AISP,08:00:00,08:19:24
RYR4WU,EGBB,D,RYR,B738,EI-FTD,08:00:00,08:31:51
IBK6LE,EFHK,D,NAX,B738,EI-FVZ,08:00:00,08:35:19
LDM96D,LOWW,A,LDM,A320,OE-IHD,08:05:00,07:44:47
EJU67YH,LIMC,A,EZY,A320,OE-IZS,08:05:00,07:59:48
VLG14GL,LEBB,A,VLG,A320,EC-MAI,08:10:00,07:59:19
TRA89A,EHAM,A,TRA,B738,PH-HSI,08:10:00,08:00:52
VLG1311,LEAL,A,VLG,A320,EC-MJC,08:10:00,08:01:03
RYR2DG,EGFF,D,RYR,B738,EI-FIJ,08:10:00,08:27:48
RYR6397,LEZL,A,RYR,B738,EI-EVX,08:15:00,08:02:02
VLG7893,ULLI,A,VLG,A20N,EC-MZT,08:20:00,08:00:13
VLG80XK,LFPO,D,VLG,A320,EC-MXG,08:20:00,08:28:14
EWG4CK,EDDS,A,EWG,A320,D-ABHC,08:25:00,07:33:47
VLG22TQ,LEZL,A,VLG,A320,EC-LVU,08:25:00,08:14:04
VLG21AL,LEMG,A,VLG,A20N,EC-NFJ,08:25:00,08:22:21
RYR21JE,LIPZ,D,RYR,B738,EI-ENI,08:25:00,08:29:22
DLH22A,EDDM,A,DLH,A321,D-AIDB,08:30:00,08:14:24
EWG5B,LOWW,A,EWG,A319,D-AGWA,08:30:00,08:26:03
IBE0831,LEMD,D,IBE,A321,EC-IJN,08:30:00,08:43:48
VLG41SB,LEST,A,VLG,A320,EC-LUN,08:35:00,08:17:21
BEL6BC,EBBR,A,BEL,A320,OO-TCQ,08:35:00,08:19:21
VLG3923,LEPA,A,VLG,A20N,EC-NFI,08:35:00,08:32:09
VLG39ZS,LEPA,D,VLG,A20N,EC-NAJ,08:40:00,08:41:12
WZZ161,LHBP,A,WZZ,A21N,HA-LVB,08:40:00,08:48:08
EJU68LP,LIMC,D,EZY,A320,OE-IZS,08:40:00,08:51:15
AEA52UP,LEPA,D,AEA,B738,EC-LVR,08:40:00,08:53:45
EWG47Y,EDDL,A,EWG,A320,D-AEWK,08:45:00,08:26:38
VLG3NF,LECO,A,VLG,A320,EC-MNZ,08:45:00,08:28:13
DAL194,KATL,A,DAL,B764,N827MH,08:45:00,08:32:03
IBE0730,LEMD,A,IBE,A321,EC-IXD,08:45:00,08:32:07
SWR198F,LSZH,A,SWR,A321,HB-IOM,08:50:00,08:19:55
VLG70AR,LFPO,A,VLG,A321,EC-MLD,08:50:00,08:39:39
VLG7845,LLBG,A,VLG,A320,EC-MVN,08:50:00,08:41:23
QTR19LJ,OTHH,D,TAM,A359,A7-AQA,08:50:00,09:00:36
RYR39AJ,LEZL,D,RYR,B738,EI-EVX,08:50:00,09:12:58
AEA7701,LEMD,A,AEA,A332,EC-LVL,08:55:00,08:46:30
VLG48SG,LEAL,D,VLG,A320,EC-MJC,08:55:00,08:55:33
VLG15NT,LEAS,A,VLG,A320,EC-LOP,08:55:00,09:02:47
EJU76LR,LIRN,A,EZY,A319,OE-LQA,08:55:00,09:07:13
VLG691Z,LIRF,A,VLG,A20N,EC-NAY,08:55:00,09:07:36
VLG4TZ,LEBB,D,VLG,A320,EC-MAI,08:55:00,09:11:21
TRA132K,EHAM,D,TRA,B738,PH-HSI,08:55:00,09:12:59
UAL120,KEWR,A,UAL,B78X,N14001,09:00:00,08:44:11
TRA90B,EHRD,A,TRA,B737,PH-XRA,09:00:00,08:44:59
RYR7XM,EDDB,A,RYR,B738,EI-DWG,09:00:00,09:06:18
LDM68JT,LOWW,D,LDM,A320,OE-IHD,09:00:00,09:11:34
VLG5PK,LEMD,D,VLG,A20N,EC-NAF,09:00:00,09:31:08
VLG7460,LEMD,A,VLG,A320,EC-JTQ,09:05:00,08:46:30
EWG2HC,EDDS,D,EWG,A320,D-ABHC,09:05:00,09:11:12
TAM8114,SBGR,A,TAM,B763,PT-MSV,09:10:00,08:40:41
AFR17BY,LFPG,A,AFR,A320,F-GKXH,09:10:00,08:53:35
TAP1030,LPPR,A,TAP,A319,CS-TTS,09:10:00,09:02:36
VLG14ZU,LEBB,A,VLG,A20N,EC-NCG,09:10:00,09:12:03
VLG22UL,LEZL,D,VLG,A320,EC-LVU,09:10:00,09:14:26
VLG21CM,LEMG,D,VLG,A20N,EC-NFJ,09:10:00,09:31:29
IBE0800,LEMD,A,IBE,A321,EC-ILP,09:15:00,09:11:17
DLH32K,EDDM,D,DLH,A321,D-AIDB,09:15:00,09:16:25
EWG7TJ,LOWW,D,EWG,A319,D-AGWA,09:15:00,09:19:32
BAW472,EGLL,A,BAW,A320,G-EUYH,09:20:00,08:53:37
FOO884E,EHAM,A,FOO,A321,OE-LCN,09:20:00,08:57:56
DAH2012,DAAG,A,DAH,B737,7T-VKT,09:20:00,08:58:47
EZY89CV,EGCC,A,EZY,A320,G-EZWF,09:20:00,09:04:42
EJU81EU,LFPG,A,EZY,A320,OE-IVB,09:20:00,09:09:03
RYR8HR,LPPR,A,RYR,B738,EI-ENO,09:20:00,09:09:04
VLG35JE,LEIB,D,VLG,A320,EC-MBE,09:20:00,09:24:20
WZZ3EX,LHBP,D,WZZ,A21N,HA-LVB,09:20:00,09:25:41
VLG5XZ,LEST,D,VLG,A320,EC-LUN,09:20:00,09:31:30
VLG22FC,LEZL,A,VLG,A320,EC-MXP,09:25:00,09:16:44
BEL96C,EBBR,D,BEL,A320,OO-TCQ,09:25:00,09:25:24
VLG39VW,LEPA,D,VLG,A20N,EC-NFI,09:25:00,09:34:14
RYR75KC,LEIB,A,RYR,B738,EI-EVW,09:30:00,09:20:28
EWG6VU,EDDL,D,EWG,A320,D-AEWK,09:30:00,09:31:30
IBK2432,EGKK,A,NAX,B738,EI-GBI,09:30:00,09:32:42
EJU23ZC,LIRN,D,EZY,A319,OE-LQA,09:30:00,09:35:35
IBE0931,LEMD,D,IBE,A321,EC-IXD,09:30:00,09:36:50
VLG12HG,LECO,D,VLG,A320,EC-MNZ,09:30:00,09:41:34
VLG248X,LESO,A,VLG,A319,EC-NGB,09:35:00,09:10:44
VLG63QS,LEPA,A,VLG,A321,EC-MQL,09:35:00,09:11:37
DLH11Y,EDDF,A,DLH,A321,D-AISH,09:35:00,09:43:07
VLG80EQ,LFPO,D,VLG,A321,EC-MLD,09:35:00,09:48:04
RYR1DN,EDDB,D,RYR,B738,EI-DWG,09:35:00,09:53:16
VLG37LX,LEMH,D,VLG,A320,EC-LOP,09:40:00,09:44:46
SWR195N,LSZH,D,SWR,A321,HB-IOM,09:40:00,09:46:26
VLG61ZZ,LIRF,D,VLG,A20N,EC-NAY,09:40:00,09:55:15
RYR2UB,EIDW,A,RYR,B738,EI-DCK,09:45:00,09:24:40
RYR95VX,EGCC,A,RYR,B738,EI-DPB,09:45:00,09:38:07
TRA77E,EHEH,D,TRA,B737,PH-XRA,09:45:00,09:48:12
VLG9450,LEMD,D,VLG,A320,EC-JTQ,09:45:00,09:57:23
NAX7156,KORD,A,NAX,B789,SE-RXZ,09:50:00,09:29:32
IBE0830,LEMD,A,IBE,A320,EC-KOH,09:50:00,09:35:40
EJU68YB,EDDB,A,EZY,A319,OE-LQY,09:55:00,09:56:30
TAP1033,LPPR,D,TAP,A319,CS-TTS,09:55:00,10:02:38
RYR8PC,LPPR,D,RYR,B738,EI-ENO,09:55:00,10:04:21
EJU27DA,LFPG,D,EZY,A320,OE-IVB,09:55:00,10:11:09
VLG83BZ,LEBB,D,VLG,A20N,EC-NCG,09:55:00,10:20:19
THY9RV,LTFM,A,THY,A332,TC-JIT,10:00:00,09:50:23
IBE10HD,LEMD,D,IBE,A321,EC-ILP,10:00:00,10:06:56
VLG6332,LIMC,D,VLG,A20N,EC-MZT,10:00:00,10:07:01
VLG14QM,LEBB,A,VLG,A321,EC-MLM,10:05:00,09:36:58
ROU1914,CYYZ,A,ROU,B763,C-GHLA,10:05:00,09:49:07
FIN6RM,EFHK,A,FIN,A321,OH-LZR,10:05:00,09:49:25
ANE49YK,LEVC,A,IBE,CRJ9,EC-JZT,10:05:00,09:58:46
EZY64UZ,EGCC,D,EZY,A320,G-EZWF,10:05:00,10:08:47
AFR67HE,LFPG,D,AFR,A320,F-GKXH,10:05:00,10:11:51
FOO8319,EHAM,D,FOO,A321,OE-LCN,10:05:00,10:33:04
RYR215Q,LIME,A,RYR,B738,EI-FOY,10:10:00,10:06:25
IBK2433,EGKK,D,NAX,B738,EI-GBI,10:10:00,10:14:40
VLG22EA,LEZL,D,VLG,A320,EC-MXP,10:10:00,10:21:01
RYR7RW,LIRN,D,RYR,B738,EI-EVW,10:10:00,10:22:58
BAW473,EGLL,D,BAW,A320,G-EUYH,10:10:00,10:33:52
EJU39QP,LSGG,A,EZY,A320,OE-IZL,10:15:00,10:00:24
EZY15FU,EGGW,A,EZY,A320,G-EZUT,10:15:00,10:21:28
VLG69AJ,LEAM,D,VLG,A320,EC-KDX,10:15:00,10:24:52
VLG267S,LEMD,A,VLG,A20N,EC-NCU,10:20:00,09:57:27
KLM85J,EHAM,A,KLM,B738,PH-BCK,10:20:00,10:04:59
RYR2GX,LIPE,A,RYR,B738,EI-EBL,10:20:00,10:13:11
EZY27MQ,EGGP,A,EZY,A319,G-EZDV,10:20:00,10:13:16
RYR70TT,EGPH,A,RYR,B738,EI-DWB,10:20:00,10:15:44
EIN562P,EIDW,A,EIN,A320,EI-DEJ,10:20:00,10:19:36
VLG189L,EDDV,D,VLG,A319,EC-NGB,10:20:00,10:21:25
VLG902H,LEGR,D,VLG,A320,EC-LOB,10:20:00,10:21:35
DAH2013,DAAG,D,DAH,B737,7T-VKT,10:20:00,10:31:46
RYR6GA,EGCC,D,RYR,B738,EI-DPB,10:20:00,10:34:56
VLG24YL,GCRR,D,VLG,A321,EC-MQL,10:20:00,10:35:20
RYR65TB,EIDW,D,RYR,B738,EI-DCK,10:20:00,10:37:48
RYR70RV,LIRF,A,RYR,B738,EI-FOF,10:30:00,10:23:29
VLG25MR,EGCC,D,VLG,A320,EC-JSY,10:30:00,10:31:14
EJU15CR,EDDB,D,EZY,A319,OE-LQY,10:30:00,10:36:39
DAL195,KATL,D,DAL,B764,N827MH,10:30:00,10:50:21
DLH09H,EDDF,D,DLH,A321,D-AISH,10:30:00,10:54:34
DAL476,KJFK,A,DAL,B764,N843MH,10:35:00,10:23:14
VLG60VC,LIRQ,A,VLG,A319,EC-MKX,10:35:00,10:29:20
ANE12KQ,LEBZ,D,IBE,CRJ9,EC-JZT,10:35:00,10:51:12
ROT421U,LROP,A,ROT,B737,YR-BGI,10:40:00,10:46:52
IBE0930,LEMD,A,IBE,A320,EC-IZH,10:45:00,10:18:33
RYR2KM,LFOB,A,RYR,B738,EI-DPZ,10:45:00,10:44:30
ETD35Q,OMAA,D,ETD,B77W,A6-ETD,10:45:00,10:45:57
AZA2TW,LIRF,A,AZA,A320,I-BIKC,10:50:00,10:30:20
BAW478S,EGLL,A,BAW,A320,G-EUUN,10:50:00,10:37:14
VLG2975,LFRS,A,VLG,A320,EC-MFL,10:50:00,10:56:57
EJU27UC,LFMN,D,EZY,A320,OE-IZL,10:50:00,10:57:07
EZY89ZM,EGGW,D,EZY,A320,G-EZUT,10:50:00,11:00:33
VLG37BL,EGKK,D,VLG,A320,EC-MKN,10:50:00,11:00:47
RYR6RP,EGSS,D,RYR,B738,EI-DPW,10:50:00,11:03:43
VLG2913,LFBD,A,VLG,A320,EC-MGE,10:55:00,10:39:52
VLG8037,LFPO,A,VLG,A319,EC-MGF,10:55:00,10:48:45
RYR626E,EGPH,D,RYR,B738,EI-DWB,10:55:00,11:05:47
AFL2638,UUEE,A,AFL,A321,VQ-BTT,11:00:00,10:33:19
RYR5LR,EBBR,A,RYR,B738,EI-DHH,11:00:00,10:33:46
AEE710,LGAV,A,AEE,A321,SX-DVO,11:00:00,10:35:48
IBE11AT,LEMD,D,IBE,A320,EC-KOH,11:00:00,11:12:48
DLH27U,EDDM,A,DLH,A320,D-AIQA,11:00:00,11:14:05
VLG3554,LEIB,D,VLG,A320,EC-MVE,11:00:00,11:16:01
EIN5HM,EIDW,D,EIN,A320,EI-DEJ,11:00:00,11:20:45
EZY45CQ,EGGP,D,EZY,A319,G-EZDV,11:00:00,11:25:01
VLG32JJ,LEMD,A,VLG,A320,EC-MER,11:05:00,10:45:35
VLG7365,GMTT,A,VLG,A20N,EC-NDA,11:05:00,10:51:41
AEA6156,LEPA,A,AEA,B738,EC-LVR,11:05:00,11:03:12
VLG1595,LEXJ,A,VLG,A20N,EC-NAZ,11:05:00,11:04:01
VLG80MC,LFPO,D,VLG,A20N,EC-NCU,11:05:00,11:10:45
KLM86N,EHAM,D,KLM,B738,PH-BCK,11:05:00,11:14:17
VLG318M,LFPO,A,VLG,A320,EC-MKM,11:10:00,11:05:00
FIN7RT,EFHK,D,FIN,A321,OH-LZR,11:10:00,11:33:07
VLG21GU,LEMG,A,VLG,A321,EC-MRF,11:15:00,11:05:33
VLG30MJ,GCLP,A,VLG,A321,EC-MMH,11:15:00,11:09:29
IBE2605,SCEL,D,IBE,A332,EC-MOY,11:15:00,11:15:02
VLG5TD,LIEO,D,VLG,A320,EC-MBY,11:15:00,11:16:02
RYR2ZG,LEXJ,D,RYR,B738,EI-FOF,11:15:00,11:18:39
VLG3744,LEMH,D,VLG,A320,EC-MEL,11:15:00,11:27:06
UAL121,KEWR,D,UAL,B78X,N14001,11:15:00,11:40:25
VLG20CG,LEGR,A,VLG,A321,EC-MQB,11:20:00,10:59:53
VLG15AC,GCXO,A,VLG,A20N,EC-NEA,11:20:00,11:05:37
RYR8ST,LIMF,D,RYR,B738,EI-DPZ,11:20:00,11:30:42
VLG25QJ,EDDH,D,VLG,A320,EC-MAO,11:20:00,11:39:08
VLG60QY,LIRQ,D,VLG,A319,EC-MKX,11:20:00,11:39:28
AFR87VQ,LFPG,A,AFR,A321,F-GTAY,11:25:00,11:17:24
RYR1UE,LEMG,D,RYR,B738,EI-EBL,11:25:00,11:53:32
RYR2MQ,EGSS,A,RYR,B738,EI-DPO,11:30:00,11:11:02
EXS68ZM,EGCC,A,EXS,B738,G-JZHE,11:30:00,11:17:13
VLG14AH,LEBB,D,VLG,A320,EC-MVM,11:30:00,11:33:19
THY6AS,LTFM,D,THY,A332,TC-JIT,11:30:00,11:35:34
VLG74KB,LEZL,D,VLG,A320,EC-MBM,11:30:00,11:42:18
ROT422L,LROP,D,ROT,B737,YR-BGI,11:30:00,11:55:00
EJU83CN,LFSB,A,EZY,A320,OE-ICR,11:35:00,11:40:56
RYR3GG,EBCI,D,RYR,B738,EI-DHH,11:35:00,11:43:29
VLG87AB,EGBB,D,VLG,A320,EC-KHN,11:35:00,11:58:54
DLH85N,EDDF,A,DLH,A321,D-AIRP,11:40:00,11:29:51
BAW479,EGLL,D,BAW,A320,G-EUUN,11:40:00,11:41:28
AZA077,LIRF,D,AZA,A320,I-BIKC,11:40:00,11:50:53
VLG18KA,EDDT,D,VLG,A320,EC-MGE,11:40:00,11:52:24
VLG62AM,LFSB,D,VLG,A319,EC-MGF,11:40:00,12:00:58
CCA840,ZSPD,D,CCA,A332,B-6536,11:40:00,12:03:15
VLG8477,LPPR,A,VLG,A320,EC-LVP,11:45:00,11:35:34
ROU1915,CYYZ,D,ROU,B763,C-GHLA,11:45:00,12:07:05
VLG39DL,LEPA,D,VLG,A320,EC-MDZ,11:45:00,12:13:48
VLG12GC,ESSA,D,VLG,A320,EC-MFL,11:50:00,12:01:05
AEE711,LGAV,D,AEE,A321,SX-DVO,11:50:00,12:02:29
AEA7706,LEMD,D,AEA,A332,EC-LVL,11:50:00,12:02:31
VLG25AK,LGSR,A,VLG,A320,EC-MUM,11:55:00,11:36:41
VLG35TQ,LEIB,A,VLG,A320,EC-MBE,11:55:00,11:54:02
VLG24BM,LDSP,D,VLG,A320,EC-MVN,11:55:00,11:55:14
VLG61VJ,LIRF,D,VLG,A20N,EC-NAE,11:55:00,11:56:42
AEA6037,LEPA,D,AEA,B738,EC-LVR,11:55:00,12:02:02
DLH12K,EDDM,D,DLH,A320,D-AIQA,11:55:00,12:03:47
TAP1040,LPPT,A,TAP,A20N,CS-TVA,12:00:00,11:42:36
VLG84LC,LPPT,A,VLG,A20N,EC-NDB,12:00:00,11:44:12
VLG18ER,EDDM,A,VLG,A320,EC-MOG,12:00:00,12:05:41
UAL141,KIAD,D,UAL,B764,N66056,12:00:00,12:09:38
IBE12BV,LEMD,D,IBE,A320,EC-IZH,12:00:00,12:11:53
VLG377B,LPPT,D,VLG,A20N,EC-NAZ,12:00:00,12:13:00
AFL2639,UUEE,D,AFL,A321,VQ-BTT,12:00:00,12:26:26
VLG37MY,LEMH,A,VLG,A320,EC-LOP,12:05:00,11:58:52
VLG736H,EHAM,D,VLG,A321,EC-MQB,12:05:00,12:08:04
VLG21VC,LEMG,D,VLG,A321,EC-MRF,12:05:00,12:22:36
RYR86XJ,LIME,D,RYR,B738,EI-DPO,12:05:00,12:24:55
VLG32KU,GCXO,D,VLG,A20N,EC-NEA,12:05:00,12:26:05
ROU1912,CYUL,A,ROU,B763,C-FIYE,12:10:00,12:00:35
RYR129,EDDH,A,RYR,B738,EI-DPM,12:10:00,12:03:46
VLG2AB,GCLP,D,VLG,A321,EC-MMH,12:10:00,12:26:29
NAX76C,KEWR,A,NAX,B789,LN-LNR,12:15:00,11:53:04
VLG19ZN,EGKK,A,VLG,A320,EC-KJD,12:15:00,12:06:55
EJU8569,EGKK,A,EZY,A320,OE-IZW,12:15:00,12:10:16
VLG6334,LIMC,D,VLG,A320,EC-MQE,12:15:00,12:22:53
VLG6501,LIRN,A,VLG,A320,EC-JYX,12:20:00,11:49:03
NAX4CW,ENGM,A,NVD,A320,9H-AMA,12:20:00,12:08:12
LOT437,EPWA,A,LOT,B738,SP-LWE,12:20:00,12:09:49
THY5JD,LTFJ,A,THY,B738,TC-JVA,12:20:00,12:15:55
VLG1100,LEMD,A,VLG,A20N,EC-NAF,12:20:00,12:17:47
AFR1349,LFPG,D,AFR,A321,F-GTAY,12:20:00,12:25:45
TAM8115,SBGR,D,TAM,B763,PT-MSV,12:20:00,12:52:58
EJU71WZ,EGKK,D,EZY,A320,OE-ICR,12:20:00,12:54:03
VLG15LL,LFPO,A,VLG,A320,EC-MXG,12:30:00,12:03:35
VLG83PJ,EHAM,A,VLG,A320,EC-MVD,12:30:00,12:18:30
VLG857Q,EBBR,D,VLG,A20N,EC-NDA,12:30:00,12:30:42
RYR58K,LIPZ,A,RYR,B738,EI-ENI,12:30:00,12:35:13
IBE2626,KBOS,A,IBE,A332,EC-MYA,12:30:00,12:37:42
AEA7702,LEMD,D,AEA,B738,EC-MKL,12:30:00,12:39:09
VLG577C,LDDU,D,VLG,A320,EC-LZN,12:30:00,12:41:22
VLG534X,LICC,D,VLG,A320,EC-MER,12:30:00,12:47:08
EXS59ED,EGCC,D,EXS,B738,G-JZHE,12:30:00,12:47:17
VLG326C,LPFR,D,VLG,A320,EC-MFN,12:30:00,12:53:30
KLM65H,EHAM,A,KLM,B738,PH-BXZ,12:35:00,12:02:27
ELY393,LLBG,A,ELY,B744,4X-ELC,12:35:00,12:12:54
BAW484C,EGLL,A,BAW,A320,G-EUYE,12:35:00,12:28:48
VLG2DZ,EGKK,D,VLG,A321,EC-MOO,12:35:00,12:55:41
FLI490,EKVG,A,FLI,A319,OY-RCG,12:40:00,12:21:51
AUI991,UKBB,A,AUI,B738,UR-PSE,12:40:00,12:24:09
VLG9DE,LFBO,D,VLG,A320,EC-MUM,12:40:00,12:59:15
DLH02A,EDDF,D,DLH,A321,D-AIRP,12:45:00,12:55:27
VLG85LP,EDDL,D,VLG,A320,EC-MKM,12:45:00,12:56:34
VLG35LG,LEIB,D,VLG,A20N,EC-NFH,12:45:00,13:01:54
DAL477,KJFK,D,DAL,B764,N843MH,12:45:00,13:11:53
RYR63LN,EGNX,A,RYR,B738,EI-DHG,12:50:00,12:21:51
VLG1281,LDZA,A,VLG,A320,EC-LVV,12:50:00,12:41:16
IBE11ZL,LEMD,A,IBE,A20N,EC-NER,12:50:00,12:47:50
VLG15GE,LEAS,D,VLG,A320,EC-LOP,12:50:00,12:50:36
RYR6YN,LEPA,D,RYR,B738,EI-DPM,12:50:00,12:51:48
VLG803E,LFPO,D,VLG,A321,EC-MLM,12:50:00,12:52:21
TAP1035,LPPT,D,TAP,A20N,CS-TVA,12:50:00,13:11:44
DLH48H,EDDM,A,DLH,A319,D-AIBG,12:55:00,12:54:36
EJU79AN,EGGD,D,EZY,A320,OE-IZD,12:55:00,13:05:55
RYR5JC,EBBR,A,RYR,B738,EI-FIB,13:00:00,12:45:57
BMS1TA,LRIA,A,BMS,B738,YR-BMB,13:00:00,12:49:44
RYR4589,EGFF,A,RYR,B738,EI-FIJ,13:00:00,12:50:57
VLG131R,LEMD,D,VLG,A20N,EC-NAF,13:00:00,13:22:00
RYR9553,EGBB,A,RYR,B738,EI-FTD,13:05:00,12:47:23
AFL2648,UUEE,A,AFL,A321,VP-BJX,13:05:00,12:59:47
DLH08F,EDDF,A,DLH,A21N,D-AIEB,13:05:00,13:03:47
NAX41B,ENGM,D,NVD,A320,9H-AMA,13:05:00,13:33:52
LOT4GM,EPWA,D,LOT,B738,SP-LWE,13:10:00,13:11:36
THY1XY,LTFJ,D,THY,B738,TC-JVA,13:15:00,13:27:18
VLG9AA,EDDM,D,VLG,A20N,EC-NCS,13:15:00,13:48:17
VLG33RK,LOWW,A,VLG,A20N,EC-NBA,13:20:00,13:16:34
VLG13EC,LEAL,A,VLG,A320,EC-LVO,13:20:00,13:16:53
VLG121A,LEMD,A,VLG,A320,EC-JTQ,13:20:00,13:24:05
KLM1670,EHAM,D,KLM,B738,PH-BXZ,13:20:00,13:30:00
RYR6KL,LIRF,D,RYR,B738,EI-ENI,13:20:00,13:53:23
UAE185,OMDB,A,UAE,A388,A6-EOA,13:25:00,13:10:47
RYR7WY,EGNX,D,RYR,B738,EI-DHG,13:25:00,13:27:58
VLG18HA,EKCH,D,VLG,A320,EC-MEQ,13:25:00,13:36:51
VLG1678,LEST,A,VLG,A320,EC-LUN,13:30:00,13:16:54
IBE2628,KJFK,A,IBE,A332,EC-NEN,13:30:00,13:22:26
AUI7BC,UKBB,D,AUI,B738,UR-PSE,13:30:00,13:31:53
FLI491,EKVG,D,FLI,A319,OY-RCG,13:30:00,13:47:58
IBE13GV,LEMD,D,IBE,A20N,EC-NER,13:30:00,14:07:19
VLG3555,LEIB,A,VLG,A320,EC-MVE,13:35:00,13:20:00
RYR6RW,EBBR,D,RYR,B738,EI-FIB,13:35:00,13:39:14
BAW485,EGLL,D,BAW,A320,G-EUYE,13:35:00,13:42:22
VLG1252,LEAM,A,VLG,A320,EC-KDX,13:40:00,13:26:51
VLG3745,LEMH,A,VLG,A320,EC-MEL,13:40:00,13:27:07
EWG3LR,EDDH,A,EWG,B738,D-ABMV,13:40:00,13:32:41
PGT78B,LTFJ,A,PGT,A20N,TC-NBC,13:40:00,13:33:49
SVR845,UUDD,A,SVR,A321,VQ-BCE,13:45:00,13:39:37
BMS6808,LRIA,D,BMS,B738,YR-BMB,13:45:00,13:54:38
DLH51J,EDDM,D,DLH,A319,D-AIBG,13:45:00,13:55:51
RYR82KC,GCXO,A,RYR,B738,EI-GDE,13:50:00,13:24:54
CSA688,LKPR,A,TVS,B738,OK-TSF,13:50:00,13:41:50
RYR6LY,EGBB,D,RYR,B738,EI-FIJ,13:50:00,14:04:01
DLH05U,EDDF,D,DLH,A21N,D-AIEB,13:50:00,14:15:42
VLG1GY,EKCH,A,VLG,A320,EC-MAN,13:55:00,13:39:28
RYR452,LEPA,A,RYR,B738,EI-DWC,13:55:00,13:50:30
VLG2021,LEGR,A,VLG,A320,EC-LOB,13:55:00,13:56:49
EJU1697,LFMN,A,EZY,A320,OE-IZL,14:00:00,13:36:03
BAW474,EGLL,A,BAW,A320,G-EUUB,14:00:00,13:55:29
VLG64BC,LIPZ,D,VLG,A320,EC-MBE,14:00:00,14:04:12
SBI891,UUDD,A,SBI,A321,VQ-BQK,14:00:00,14:07:13
VLG537J,LEMD,D,VLG,A320,EC-JTQ,14:00:00,14:10:55
VLG333G,LIMC,A,VLG,A20N,EC-MZT,14:05:00,13:42:40
LGL3591,ELLX,A,LGL,DH8D,LX-LGM,14:05:00,13:53:06
SWR131C,LSZH,A,SWR,A321,HB-IOM,14:05:00,13:54:58
AVA018,SKBO,A,AVA,B788,N781AV,14:05:00,13:59:22
VLG81UU,LGAV,A,VLG,A321,EC-MHA,14:05:00,14:01:44
VLG80PL,LFPO,D,VLG,A320,EC-KDG,14:05:00,14:11:49
VLG13BD,LEAL,D,VLG,A320,EC-LVO,14:05:00,14:21:12
VLG53RR,LEIB,D,VLG,A20N,EC-NBA,14:05:00,14:37:44
VLG3007,GCLP,A,VLG,A20N,EC-NDC,14:10:00,14:06:19
