callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
RYR907E,LEST,D,RYR,B738,EI-FRE,07:55:00,08:12:59
DLH02K,EDDM,D,DLH,A321,D-AIDW,07:55:00,08:21:48
CCA839,ZSPD,A,CCA,A332,B-6549,08:00:00,07:40:11
IBE0801,LEMD,D,IBE,A320,EC-MDK,08:00:00,08:02:53
ANE12KQ,LEBZ,D,IBE,CRJ9,EC-JZT,08:00:00,08:03:17
DLH25E,EDDF,D,DLH,A321,D-AISL,08:00:00,08:04:45
IBK8CY,ENBR,D,NAX,B738,EI-FVY,08:00:00,08:14:48
RYR6362,LEPA,D,RYR,B738,EI-DLY,08:00:00,08:16:38
VLG242N,LFPG,D,VLG,A321,EC-MMU,08:00:00,08:18:40
VLG74TG,GCXO,D,VLG,A20N,EC-NCS,08:00:00,08:18:52
EJU67YH,LIMC,A,EZY,A320,OE-IJP,08:05:00,08:01:32
LDM96D,LOWW,A,LDM,A320,OE-LOM,08:05:00,08:04:45
VLG14GL,LEBB,A,VLG,A320,EC-MFN,08:10:00,07:49:18
TRA89A,EHAM,A,TRA,B738,PH-HZX,08:10:00,08:00:42
VLG1311,LEAL,A,VLG,A320,EC-MAX,08:10:00,08:01:42
RYR63SX,LMML,D,RYR,B738,EI-DLC,08:10:00,08:25:15
VLG43BT,LIBD,D,VLG,A320,EC-JSY,08:10:00,08:27:38
VLG48PE,LFBD,D,VLG,A320,EC-MQE,08:10:00,08:36:56
RYR6397,LEZL,A,RYR,B738,EI-EMB,08:15:00,07:51:33
RYR6QA,GCXO,D,RYR,B738,EI-FIZ,08:20:00,08:23:06
VLG80XK,LFPO,D,VLG,A20N,EC-NCU,08:20:00,08:23:16
IBK5PH,EGKK,D,NAX,B738,EI-FVZ,08:20:00,08:34:10
WZZ161,LHBP,A,WZZ,A21N,HA-LVC,08:25:00,07:58:02
EWG4CK,EDDS,A,EWG,A320,D-AIZQ,08:25:00,07:58:53
WZZ2SN,LROP,A,WZZ,A320,HA-LWQ,08:25:00,08:03:22
EJU76TB,LFLL,A,EZY,A319,OE-LQI,08:25:00,08:13:31
VLG21AL,LEMG,A,VLG,A320,EC-MEA,08:25:00,08:14:07
VLG22TQ,LEZL,A,VLG,A320,EC-MES,08:25:00,08:22:26
DLH22A,EDDM,A,DLH,A320,D-AIZD,08:30:00,08:19:46
EWG5B,LOWW,A,EWG,A320,D-ABFP,08:30:00,08:25:57
IBE0831,LEMD,D,IBE,A321,EC-IJN,08:30:00,08:41:25
WZZ6BU,LRTR,D,WZZ,A320,HA-LPY,08:30:00,08:45:55
BEL6BC,EBBR,A,BEL,A320,OO-TCQ,08:35:00,08:21:07
VLG3923,LEPA,A,VLG,A20N,EC-NFI,08:35:00,08:22:01
VLG41SB,LEST,A,VLG,A320,EC-MVD,08:35:00,08:40:51
VLG70AR,LFPO,A,VLG,A321,EC-MHS,08:40:00,08:31:40
VLG39ZS,LEPA,D,VLG,A320,EC-LVT,08:40:00,08:47:20
AEA52UP,LEPA,D,AEA,B738,EC-III,08:40:00,08:56:00
EJU68LP,LIMC,D,EZY,A320,OE-IJP,08:40:00,08:57:25
DAL194,KATL,A,DAL,B764,N838MH,08:45:00,08:27:25
VLG3NF,LECO,A,VLG,A320,EC-MNZ,08:45:00,08:31:55
EWG47Y,EDDL,A,EWG,A320,D-AEWJ,08:45:00,08:31:57
WZZ473,LHDC,A,WZZ,A320,HA-LWN,08:45:00,08:31:59
IBE0730,LEMD,A,IBE,A321,EC-HUH,08:45:00,08:45:26
VLG7845,LLBG,A,VLG,A320,EC-MXP,08:50:00,08:39:36
QTR19LJ,OTHH,D,TAM,A359,A7-AQA,08:50:00,08:52:21
SWR198F,LSZH,A,SWR,A321,HB-IOH,08:50:00,08:59:49
RYR39AJ,LEZL,D,RYR,B738,EI-EMB,08:50:00,09:15:25
TRA90B,EHRD,A,TRA,B737,PH-XRB,08:55:00,08:46:56
AEA7701,LEMD,A,AEA,A332,EC-KTG,08:55:00,08:47:57
VLG15NT,LEAS,A,VLG,A320,EC-KJD,08:55:00,08:52:33
VLG691Z,LIRF,A,VLG,A320,EC-LVV,08:55:00,08:53:06
VLG39PB,LEPA,A,VLG,A320,EC-MVO,08:55:00,08:54:25
EJU76LR,LIRN,A,EZY,A319,OE-LKP,08:55:00,08:57:11
VLG48SG,LEAL,D,VLG,A320,EC-MAX,08:55:00,08:57:16
TRA132K,EHAM,D,TRA,B738,PH-HZX,08:55:00,09:07:38
VLG4TZ,LEBB,D,VLG,A320,EC-MAI,08:55:00,09:12:12
RYR7XM,EDDB,A,RYR,B738,EI-EBX,09:00:00,08:32:27
AAL742,KPHL,A,AAL,A332,N286AY,09:00:00,08:44:26
UAL120,KEWR,A,UAL,B78X,N16008,09:00:00,08:47:09
EJU57NR,LFLL,D,EZY,A319,OE-LQI,09:00:00,09:06:22
VLG5PK,LEMD,D,VLG,A320,EC-KMI,09:00:00,09:14:15
LDM68JT,LOWW,D,LDM,A320,OE-LOM,09:00:00,09:18:49
EWG520,EDDK,A,EWG,A320,D-ABDP,09:05:00,08:32:01
VLG7460,LEMD,A,VLG,A320,EC-JTQ,09:05:00,08:58:51
EWG2HC,EDDS,D,EWG,A320,D-AIZQ,09:05:00,09:25:07
VLG14ZU,LEBB,A,VLG,A320,EC-MBM,09:10:00,08:58:47
AFR17BY,LFPG,A,AFR,A320,F-GKXO,09:10:00,09:00:14
AAL112,KMIA,A,AAL,B772,N760AN,09:10:00,09:06:26
TAP1030,LPPR,A,TAP,A319,CS-TTH,09:10:00,09:11:05
VLG21CM,LEMG,D,VLG,A320,EC-MEA,09:10:00,09:34:00
VLG22UL,LEZL,D,VLG,A320,EC-MES,09:10:00,09:43:45
IBE0800,LEMD,A,IBE,A320,EC-LXQ,09:15:00,09:23:06
EWG7TJ,LOWW,D,EWG,A320,D-ABFP,09:15:00,09:24:01
RYR5QH,LIPE,D,RYR,B738,EI-ENI,09:15:00,09:27:07
DLH32K,EDDM,D,DLH,A320,D-AIZD,09:15:00,09:41:07
BAW472,EGLL,A,BAW,A320,G-EUYH,09:20:00,09:03:50
RYR8HR,LPPR,A,RYR,B738,EI-GSK,09:20:00,09:04:03
EJU81EU,LFPG,A,EZY,A320,OE-INM,09:20:00,09:18:23
VLG5XZ,LEST,D,VLG,A320,EC-MVD,09:20:00,09:22:47
TAM8114,SBGR,A,TAM,B763,PT-MOE,09:20:00,09:25:03
FOO884E,EHAM,A,FOO,A321,OE-LCP,09:20:00,09:25:04
WZZ9PN,LROP,D,WZZ,A320,HA-LWQ,09:20:00,09:25:45
WZZ3EX,LHBP,D,WZZ,A21N,HA-LVC,09:20:00,09:35:59
VLG22FC,LEZL,A,VLG,A320,EC-JYX,09:25:00,09:15:16
IBK3654,EKCH,A,NAX,B738,EI-FHU,09:25:00,09:19:29
VLG39VW,LEPA,D,VLG,A20N,EC-NFI,09:25:00,09:27:14
BEL96C,EBBR,D,BEL,A320,OO-TCQ,09:25:00,09:29:08
VLG80EQ,LFPO,D,VLG,A321,EC-MHS,09:25:00,09:32:36
RYR75KC,LEIB,A,RYR,B738,EI-GDE,09:30:00,09:06:12
VLG7477,DAAG,A,VLG,A320,EC-KHN,09:30:00,09:08:31
EWG6VU,EDDL,D,EWG,A320,D-AEWJ,09:30:00,09:31:53
EJU23ZC,LIRN,D,EZY,A319,OE-LKP,09:30:00,09:32:00
WZZ4040,LHDC,D,WZZ,A320,HA-LWN,09:30:00,09:33:04
VLG12HG,LECO,D,VLG,A320,EC-MNZ,09:30:00,09:41:25
IBE0931,LEMD,D,IBE,A321,EC-HUH,09:30:00,09:46:32
DLH11Y,EDDF,A,DLH,A321,D-AIRF,09:35:00,09:15:37
VLG248X,LESO,A,VLG,A319,EC-MIQ,09:35:00,09:20:09
VLG63QS,LEPA,A,VLG,A321,EC-MHB,09:35:00,09:21:21
VLG75BB,LEIB,A,VLG,A320,EC-MAN,09:35:00,09:24:21
EIN6XA,EICK,A,EIN,A320,EI-DEO,09:35:00,09:26:17
RYR1DN,EDDB,D,RYR,B738,EI-EBX,09:35:00,09:44:04
SWR195N,LSZH,D,SWR,A321,HB-IOH,09:40:00,09:40:46
AAL113,KMIA,D,AAL,B772,N765AN,09:40:00,09:43:21
VLG61ZZ,LIRF,D,VLG,A320,EC-MVO,09:40:00,09:47:08
BMS8AT,LROP,A,BMS,B734,YR-BAS,09:40:00,09:48:16
VLG37LX,LEMH,D,VLG,A320,EC-KJD,09:40:00,09:56:10
TRA11R,EHRD,D,TRA,B737,PH-XRB,09:40:00,09:57:51
VLG2LU,LEMH,A,VLG,A320,EC-MCU,09:45:00,09:22:11
RYR95VX,EGCC,A,RYR,B738,EI-DPB,09:45:00,09:33:22
RYR2UB,EIDW,A,RYR,B738,EI-FIM,09:45:00,09:40:48
EWG521,EDDK,D,EWG,A320,D-ABDP,09:45:00,09:47:02
VLG9450,LEMD,D,VLG,A320,EC-JTQ,09:45:00,09:49:11
EWG66F,EDDL,A,EWG,A320,D-AEWO,09:50:00,09:34:57
VLG13ME,LEAL,A,VLG,A320,EC-MVE,09:50:00,09:38:27
EJU68YB,EDDB,A,EZY,A320,OE-IVU,09:55:00,09:51:39
EJU27DA,LFPG,D,EZY,A320,OE-INM,09:55:00,09:59:29
RYR8PC,LPPR,D,RYR,B738,EI-GSK,09:55:00,10:03:20
VLG83BZ,LEBB,D,VLG,A20N,EC-NCT,09:55:00,10:10:17
TAP1033,LPPR,D,TAP,A319,CS-TTH,09:55:00,10:15:46
VLG6332,LIMC,D,VLG,A320,EC-LVV,10:00:00,10:04:55
IBE10HD,LEMD,D,IBE,A320,EC-LXQ,10:00:00,10:10:29
THY9RV,LTFM,A,THY,A333,TC-JOG,10:00:00,10:23:21
RYR58K,LIPZ,A,RYR,B738,EI-FTD,10:05:00,09:38:42
FIN6RM,EFHK,A,FIN,A321,OH-LZM,10:05:00,09:53:26
ROU1914,CYYZ,A,ROU,B763,C-GHLA,10:05:00,09:56:19
VLG14QM,LEBB,A,VLG,A320,EC-LVP,10:05:00,10:00:29
FOO8319,EHAM,D,FOO,A321,OE-LCP,10:05:00,10:12:24
AFR67HE,LFPG,D,AFR,A320,F-GKXO,10:05:00,10:13:57
RYR7RW,LIRN,D,RYR,B738,EI-GDE,10:05:00,10:32:00
RYR215Q,LIME,A,RYR,B738,EI-DLE,10:10:00,09:55:39
BAW473,EGLL,D,BAW,A320,G-EUYH,10:10:00,10:27:11
VLG22EA,LEZL,D,VLG,A320,EC-JYX,10:10:00,10:31:38
EJU39QP,LSGG,A,EZY,A320,OE-IZL,10:15:00,10:04:17
EZY15FU,EGGW,A,EZY,A20N,G-UZHX,10:15:00,10:04:46
VLG69AJ,LEAM,D,VLG,A320,EC-KHN,10:15:00,10:19:12
EZY47MT,EGGD,A,EZY,A320,G-EZRY,10:15:00,10:21:31
EIN87H,EICK,D,EIN,A320,EI-DEO,10:15:00,10:32:22
VLG3556,LEIB,D,VLG,A320,EC-MXP,10:15:00,10:37:32
VLG267S,LEMD,A,VLG,A20N,EC-NCG,10:20:00,10:04:27
EIN562P,EIDW,A,EIN,A320,EI-DVG,10:20:00,10:09:19
RYR70TT,EGPH,A,RYR,B738,EI-GSG,10:20:00,10:19:51
KLM85J,EHAM,A,KLM,B738,PH-BXW,10:20:00,10:21:43
RYR6GA,EGCC,D,RYR,B738,EI-DPB,10:20:00,10:21:56
RYR65TB,EIDW,D,RYR,B738,EI-FIM,10:20:00,10:22:22
VLG189L,EDDV,D,VLG,A319,EC-MIQ,10:20:00,10:24:54
EZY27MQ,EGGP,A,EZY,A319,G-EZDH,10:20:00,10:31:53
VLG24YL,GCRR,D,VLG,A321,EC-MHB,10:20:00,10:39:08
VLG902H,LEGR,D,VLG,A320,EC-MAN,10:20:00,10:39:24
IBK3655,EKCH,D,NAX,B738,EI-FHU,10:25:00,10:46:31
RYR70RV,LIRF,A,RYR,B738,EI-FOF,10:30:00,09:55:29
VLG15LB,LEAS,A,VLG,A320,EC-LZZ,10:30:00,10:21:01
VLG1593,LEXJ,A,VLG,A320,EC-MBD,10:30:00,10:29:46
DAL195,KATL,D,DAL,B764,N838MH,10:30:00,10:30:55
DLH09H,EDDF,D,DLH,A321,D-AIRF,10:30:00,10:33:17
EJU15CR,EDDB,D,EZY,A320,OE-IVU,10:30:00,10:36:27
VLG26JP,GCFV,D,VLG,A320,EC-LVO,10:30:00,10:43:19
VLG15AW,LFMN,A,VLG,A320,EC-MBK,10:35:00,10:11:00
VLG14SD,LEBB,A,VLG,A320,EC-MER,10:35:00,10:22:15
VLG60VC,LIRQ,A,VLG,A319,EC-MIR,10:35:00,10:30:55
DAL476,KJFK,A,DAL,B764,N839MH,10:35:00,10:33:12
VLG58RP,LFLL,D,VLG,A320,EC-MVE,10:35:00,10:38:19
ROT421U,LROP,A,ROT,B737,YR-BGG,10:40:00,10:27:59
EZY32GY,EGKK,A,EZY,A319,G-EZAO,10:40:00,10:31:31
BMS3AA,LROP,D,BMS,B734,YR-BAS,10:40:00,11:00:16
RYR86YD,GCTS,A,RYR,B738,EI-ENG,10:45:00,10:17:28
RYR2KM,LFOB,A,RYR,B738,EI-DLD,10:45:00,10:29:07
IBE0930,LEMD,A,IBE,A320,EC-ILR,10:45:00,10:34:22
QFA6031,SKCG,D,QFA,B744,VH-OEE,10:45:00,10:45:22
VLG42YX,LEZL,A,VLG,A320,EC-MVM,10:45:00,10:52:01
EWG9445,EDDL,D,EWG,A320,D-AEWO,10:45:00,11:07:13
ETD35Q,OMAA,D,ETD,B77W,A6-ETE,10:45:00,11:17:08
VLG1519,LFML,A,VLG,A320,EC-LAA,10:50:00,10:30:51
BAW478S,EGLL,A,BAW,A320,G-EUUH,10:50:00,10:32:46
EJU27UC,LFMN,D,EZY,A320,OE-IZL,10:50:00,10:53:03
AZA2TW,LIRF,A,AZA,A320,EI-IKL,10:50:00,10:53:06
VLG2975,LFRS,A,VLG,A320,EC-JTR,10:50:00,10:55:31
VLG37BL,EGKK,D,VLG,A320,EC-LVP,10:50:00,10:57:21
EZY41ZQ,EGGD,D,EZY,A320,G-EZRY,10:50:00,11:04:32
RYR6RP,EGSS,D,RYR,B738,EI-DLE,10:50:00,11:05:30
EZY89ZM,EGGW,D,EZY,A20N,G-UZHX,10:50:00,11:12:22
VLG8037,LFPO,A,VLG,A320,EC-MBE,10:55:00,10:37:49
EZY45CQ,EGGP,D,EZY,A319,G-EZDH,10:55:00,10:55:14
RYR626E,EGPH,D,RYR,B738,EI-GSG,10:55:00,10:55:41
RYR8ST,LIMF,D,RYR,B738,EI-FTD,10:55:00,11:05:14
RYR4JM,GCLP,A,RYR,B738,EI-GXG,11:00:00,10:40:09
DLH27U,EDDM,A,DLH,A321,D-AIRE,11:00:00,10:45:19
VLG309K,LSGG,A,VLG,A20N,EC-NAZ,11:00:00,10:48:36
AFL2638,UUEE,A,AFL,A321,VP-BES,11:00:00,10:49:49
RYR5LR,EBBR,A,RYR,B738,EI-EBL,11:00:00,10:58:52
AEE710,LGAV,A,AEE,A320,SX-DGD,11:00:00,10:59:05
EIN5HM,EIDW,D,EIN,A320,EI-DVG,11:00:00,11:16:27
VLG32JJ,LEMD,A,VLG,A320,EC-LUO,11:05:00,10:54:39
VLG7365,GMTT,A,VLG,A320,EC-MAH,11:05:00,10:57:08
AEA6156,LEPA,A,AEA,B738,EC-III,11:05:00,11:02:27
KLM86N,EHAM,D,KLM,B738,PH-BXW,11:05:00,11:05:50
VLG80MC,LFPO,D,VLG,A20N,EC-NCG,11:05:00,11:09:07
FIN7RT,EFHK,D,FIN,A321,OH-LZM,11:05:00,11:22:31
AEA7702,LEMD,D,AEA,B738,EC-LYR,11:05:00,11:38:53
VLG318M,LFPO,A,VLG,A320,EC-MVN,11:10:00,11:04:26
VLG2913,LFBD,A,VLG,A320,EC-MQE,11:15:00,11:05:25
VLG30MJ,GCLP,A,VLG,A321,EC-MQB,11:15:00,11:11:14
VLG21GU,LEMG,A,VLG,A321,EC-MRF,11:15:00,11:14:21
EZY57UT,EGKK,D,EZY,A319,G-EZAO,11:15:00,11:25:27
VLG661B,LIEE,D,VLG,A320,EC-LZZ,11:15:00,11:27:57
IBE2605,SCEL,D,IBE,A332,EC-MYA,11:15:00,11:29:42
UAL121,KEWR,D,UAL,B78X,N16008,11:15:00,11:29:53
VLG3744,LEMH,D,VLG,A320,EC-MBD,11:15:00,11:35:20
AAL67,KJFK,D,AAL,B772,N760AN,11:15:00,11:38:40
VLG15AC,GCXO,A,VLG,A320,EC-JGM,11:20:00,11:04:18
VLG20CG,LEGR,A,VLG,A321,EC-MPV,11:20:00,11:18:51
VLG25QJ,EDDH,D,VLG,A320,EC-MER,11:20:00,11:21:35
VLG60QY,LIRQ,D,VLG,A319,EC-MIR,11:20:00,11:31:53
RYR46VZ,GCTS,D,RYR,B738,EI-ENG,11:20:00,11:45:49
AFR87VQ,LFPG,A,AFR,A321,F-GTAS,11:25:00,11:23:05
RYR1UE,LEMG,D,RYR,B738,EI-FOF,11:25:00,11:40:37
EXS68ZM,EGCC,A,EXS,B738,G-JZBD,11:30:00,10:59:34
VLG1703,LEVX,A,VLG,A320,EC-LVU,11:30:00,11:10:16
RYR2MQ,EGSS,A,RYR,B738,EI-DCG,11:30:00,11:22:45
VLG58QZ,LSZH,A,VLG,A20N,EC-NEA,11:30:00,11:23:03
VLG14AH,LEBB,D,VLG,A320,EC-MVM,11:30:00,11:30:16
THY6AS,LTFM,D,THY,A333,TC-JOG,11:30:00,11:34:13
VLG74KB,LEZL,D,VLG,A320,EC-MBK,11:30:00,11:36:22
ROT422L,LROP,D,ROT,B737,YR-BGG,11:30:00,11:38:54
EJU83CN,LFSB,A,EZY,A320,OE-ICR,11:35:00,11:25:59
RYR2VT,GCLP,D,RYR,B738,EI-GXG,11:35:00,11:38:49
RYR3GG,EBCI,D,RYR,B738,EI-DLD,11:35:00,11:47:22
VLG87AB,EGBB,D,VLG,A320,EC-JTR,11:35:00,11:51:29
RYR6YN,LEPA,D,RYR,B738,EI-EBL,11:35:00,11:52:43
TSC262,CYUL,A,TSC,A310,C-GTSW,11:40:00,11:20:23
VLG62AM,LFSB,D,VLG,A320,EC-LAA,11:40:00,11:41:34
CCA840,ZSPD,D,CCA,A332,B-6549,11:40:00,11:41:49
BAW479,EGLL,D,BAW,A320,G-EUUH,11:40:00,11:43:05
AZA077,LIRF,D,AZA,A320,EI-IKL,11:40:00,11:48:17
AMX037,MMMX,A,AMX,B788,N782AM,11:41:00,11:48:47
VLG3RC,EBBR,A,VLG,A320,EC-MXG,11:45:00,11:28:25
VLG61WG,LIRF,A,VLG,A320,EC-MBY,11:45:00,11:34:54
ANE13DZ,LEBZ,A,IBE,CRJ9,EC-JZT,11:45:00,11:36:16
VLG8477,LPPR,A,VLG,A320,EC-KDG,11:45:00,11:38:33
DLH85N,EDDF,A,DLH,A321,D-AISQ,11:45:00,11:40:14
VLG39DL,LEPA,D,VLG,A20N,EC-NAZ,11:45:00,11:45:56
VLG64CC,LIPZ,A,VLG,A321,EC-MGZ,11:45:00,11:46:49
ROU1915,CYYZ,D,ROU,B763,C-GHLA,11:45:00,11:58:47
TAR514,DTTA,A,TAR,A320,TS-IMW,11:50:00,11:37:08
VLG12GC,ESSA,D,VLG,A320,EC-MBE,11:50:00,12:06:56
AEE711,LGAV,D,AEE,A320,SX-DGD,11:50:00,12:09:50
AEA7706,LEMD,D,AEA,A332,EC-KTG,11:50:00,12:14:20
VLG89VK,LIMC,A,VLG,A20N,EC-NDC,11:55:00,11:43:05
VLG24ZG,EDDN,D,VLG,A320,EC-MVN,11:55:00,12:00:00
AEA6037,LEPA,D,AEA,B738,EC-III,11:55:00,12:00:03
VLG61VJ,LIRF,D,VLG,A320,EC-LUO,11:55:00,12:03:44
DLH12K,EDDM,D,DLH,A321,D-AIRE,11:55:00,12:14:16
TAP1040,LPPT,A,TAP,A320,CS-TNU,12:00:00,11:48:49
VLG84LC,LPPT,A,VLG,A321,EC-MHA,12:00:00,11:57:07
VLG18ER,EDDM,A,VLG,A320,EC-MUM,12:00:00,12:02:00
VLG18KA,EDDT,D,VLG,A320,EC-KDX,12:00:00,12:05:13
AFL2639,UUEE,D,AFL,A321,VP-BES,12:00:00,12:05:25
UAL141,KIAD,D,UAL,B764,N77066,12:00:00,12:05:42
IBE12BV,LEMD,D,IBE,A320,EC-ILR,12:00:00,12:16:12
EZS45TM,LSGG,A,EZY,A320,HB-JXA,12:05:00,11:42:59
NAX4CW,ENGM,A,MMZ,B763,CS-TST,12:05:00,11:54:49
VLG37MY,LEMH,A,VLG,A320,EC-KJD,12:05:00,12:00:12
RYR3FQ,LEST,A,RYR,B738,EI-FRE,12:05:00,12:07:32
VLG21VC,LEMG,D,VLG,A321,EC-MRF,12:05:00,12:08:39
RYR86XJ,LIME,D,RYR,B738,EI-DCG,12:05:00,12:10:01
VLG32KU,GCXO,D,VLG,A320,EC-JGM,12:05:00,12:11:40
SIA387,WSSS,D,SIA,A359,9V-SMR,12:05:00,12:12:43
VLG736H,EHAM,D,VLG,A321,EC-MPV,12:05:00,12:12:44
BRU869,UMMS,A,BRU,E195,EW-533PO,12:10:00,12:00:04
ROU1912,CYUL,A,ROU,B763,C-GHLK,12:10:00,12:03:57
VLG2AB,GCLP,D,VLG,A321,EC-MQB,12:10:00,12:22:14
EJU8569,EGKK,A,EZY,A320,OE-IZW,12:15:00,11:52:36
VLG19ZN,EGKK,A,VLG,A320,EC-MEL,12:15:00,11:54:32
EXS4P,EGNM,A,ART,A320,ES-SAQ,12:15:00,12:06:38
VLG377B,LPPT,D,VLG,A320,EC-MAH,12:15:00,12:23:39
VLG6334,LIMC,D,VLG,A320,EC-LVU,12:15:00,12:42:58
LOT437,EPWA,A,LOT,B738,SP-LWD,12:20:00,12:05:00
THY5JD,LTFJ,A,THY,B738,TC-JVT,12:20:00,12:06:56
VLG1100,LEMD,A,VLG,A320,EC-KMI,12:20:00,12:11:29
VLG6501,LIRN,A,VLG,A20N,EC-MZT,12:20:00,12:13:34
EJU71WZ,EGKK,D,EZY,A320,OE-ICR,12:20:00,12:20:22
TAM8115,SBGR,D,TAM,B763,PT-MOE,12:20:00,12:39:25
AFR1349,LFPG,D,AFR,A321,F-GTAS,12:20:00,12:43:47
VLG15LL,LFPO,A,VLG,A20N,EC-NCU,12:30:00,12:13:17
RYR129,EDDH,A,RYR,B738,EI-DPY,12:30:00,12:25:44
VLG83PJ,EHAM,A,VLG,A320,EC-LQK,12:30:00,12:27:32
EXS59ED,EGCC,D,EXS,B738,G-JZBD,12:30:00,12:30:33
VLG857Q,EBBR,D,VLG,A320,EC-MBY,12:30:00,12:34:34
NAX7108,KLAX,A,NAX,B789,LN-LNR,12:30:00,12:38:57
VLG8802,LHBP,D,VLG,A20N,EC-NEA,12:30:00,12:44:19
ELY393,LLBG,A,ELY,B789,4X-EDH,12:35:00,12:20:14
KLM65H,EHAM,A,KLM,B738,PH-BXZ,12:35:00,12:22:25
BAW484C,EGLL,A,BAW,A320,G-EUYG,12:35:00,12:25:41
VLG2DZ,EGKK,D,VLG,A321,EC-MGZ,12:35:00,12:51:53
VLG89TE,LFPG,A,VLG,A321,EC-MMU,12:40:00,12:20:55
RAM964Y,GMMN,A,RAM,B738,CN-ROH,12:40:00,12:28:06
AUI991,UKBB,A,AUI,B738,UR-UIA,12:40:00,12:30:40
VLG534X,LICC,D,VLG,A320,EC-KJD,12:40:00,12:52:44
EZS76WE,LSGG,D,EZY,A320,HB-JXA,12:40:00,12:52:58
VLG72LD,EIDW,D,VLG,A320,EC-MXG,12:40:00,12:59:32
TAR515,DTTA,D,TAR,A320,TS-IMW,12:40:00,13:07:10
VLG35LG,LEIB,D,VLG,A320,EC-MUM,12:45:00,12:45:14
DAL477,KJFK,D,DAL,B764,N839MH,12:45:00,12:48:00
DLH02A,EDDF,D,DLH,A321,D-AISQ,12:45:00,12:55:59
VLG85LP,EDDL,D,VLG,A20N,EC-NDC,12:45:00,13:03:12
