callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
VLG22TQ,LEZL,A,VLG,A320,EC-LVU,08:25:00,08:07:42
EJU76TB,LFLL,A,EZY,A319,OE-LQW,08:25:00,08:11:21
DLH22A,EDDM,A,DLH,A320,D-AIUZ,08:30:00,08:21:34
IBE0831,LEMD,D,IBE,A20N,EC-NER,08:30:00,08:42:22
BEL6BC,EBBR,A,BEL,A320,OO-SNI,08:35:00,08:37:08
VLG3923,LEPA,A,VLG,A20N,EC-NFI,08:35:00,08:40:07
VLG41SB,LEST,A,VLG,A320,EC-LUN,08:35:00,08:41:37
VLG70AR,LFPO,A,VLG,A321,EC-MHS,08:40:00,08:27:42
WZZ161,LHBP,A,WZZ,A21N,HA-LVE,08:40:00,08:34:24
EJU68LP,LIMC,D,EZY,A319,OE-LKD,08:40:00,08:40:27
MLD598,LUKK,D,MLD,E190,ER-ECC,08:40:00,08:46:04
AEA52UP,LEPA,D,AEA,B738,EC-LQX,08:40:00,09:01:20
VLG39ZS,LEPA,D,VLG,A320,EC-KCU,08:40:00,09:07:57
SIA378,LIMC,A,SIA,A359,9V-SMT,08:45:00,08:40:18
DAL194,KATL,A,DAL,B764,N839MH,08:45:00,08:50:05
SWR198F,LSZH,A,SWR,A321,HB-IOO,08:50:00,08:30:10
QTR19LJ,OTHH,D,TAM,A359,A7-AQA,08:50:00,08:56:37
VLG12HG,LECO,D,VLG,A20N,EC-NCU,08:50:00,09:02:44
RYR39AJ,LEZL,D,RYR,B738,EI-EMB,08:50:00,09:08:09
AEA7701,LEMD,A,AEA,B788,EC-MOM,08:55:00,08:32:54
EJU76LR,LIRN,A,EZY,A319,OE-LQN,08:55:00,08:38:57
VLG691Z,LIRF,A,VLG,A20N,EC-NAX,08:55:00,08:51:06
VLG15NT,LEAS,A,VLG,A320,EC-KDG,08:55:00,08:55:25
VLG39PB,LEPA,A,VLG,A320,EC-KHN,08:55:00,08:58:45
VLG48SG,LEAL,D,VLG,A320,EC-KDH,08:55:00,09:00:54
VLG4TZ,LEBB,D,VLG,A320,EC-MUM,08:55:00,09:11:21
TRA132K,EHAM,D,TRA,B738,PH-HZG,08:55:00,09:14:54
EJU81EU,LFPG,A,EZY,A320,OE-IJF,09:00:00,08:25:22
UAL120,KEWR,A,UAL,B78X,N12004,09:00:00,08:37:38
RYR16AC,EDDF,A,RYR,B738,EI-GJJ,09:00:00,08:42:41
RYR7XM,EDDB,A,RYR,B738,EI-DYR,09:00:00,08:47:52
AAL742,KPHL,A,AAL,A332,N290AY,09:00:00,08:56:51
EJU57NR,LFLL,D,EZY,A319,OE-LQW,09:00:00,09:03:50
VLG5PK,LEMD,D,VLG,A320,EC-KMI,09:00:00,09:13:25
WZZ2SN,LROP,A,WZZ,A320,HA-LWI,09:05:00,08:57:49
TVF82CJ,LFPO,D,TRA,B738,F-GZHQ,09:05:00,09:18:59
AAL112,KMIA,A,AAL,B772,N782AN,09:10:00,08:48:57
TAP1030,LPPR,A,TAP,A319,CS-TTL,09:10:00,09:03:33
TAM8114,SBGR,A,TAM,B763,PT-MOF,09:10:00,09:05:42
AFR17BY,LFPG,A,AFR,A320,F-GKXH,09:10:00,09:09:51
VLG22UL,LEZL,D,VLG,A320,EC-LVU,09:10:00,09:17:55
IBE0800,LEMD,A,IBE,A320,EC-LRG,09:15:00,09:01:00
EJU68YB,EDDB,A,EZY,A319,OE-LQR,09:15:00,09:01:49
DLH32K,EDDM,D,DLH,A320,D-AIUZ,09:15:00,09:16:47
FOO884E,EHAM,A,FOO,A321,OE-LCR,09:20:00,09:04:18
BAW472,EGLL,A,BAW,A320,G-EUUC,09:20:00,09:07:42
DAH2012,DAAG,A,DAH,B737,7T-VKS,09:20:00,09:13:53
WZZ3EX,LHBP,D,WZZ,A21N,HA-LVE,09:20:00,09:22:54
RYR8HR,LPPR,A,RYR,B738,EI-GSK,09:20:00,09:25:19
VLG35JE,LEIB,D,VLG,A320,EC-MAN,09:20:00,09:33:05
VLG5XZ,LEST,D,VLG,A320,EC-LUN,09:20:00,09:48:51
VLG22FC,LEZL,A,VLG,A320,EC-MES,09:25:00,08:54:48
IBK2432,EGKK,A,NAX,B738,EI-GBI,09:25:00,09:07:38
ELY393,LLBG,A,ELY,B744,4X-ELA,09:25:00,09:13:29
VLG39VW,LEPA,D,VLG,A20N,EC-NFI,09:25:00,09:30:59
BEL96C,EBBR,D,BEL,A320,OO-SNI,09:25:00,09:36:09
VLG80EQ,LFPO,D,VLG,A321,EC-MHS,09:25:00,09:45:05
RYR75KC,LEIB,A,RYR,B738,EI-DCF,09:30:00,09:02:01
DLH11Y,EDDF,A,DLH,A321,D-AISW,09:30:00,09:15:51
VLG7477,DAAG,A,VLG,A320,EC-LVP,09:30:00,09:22:50
IBK2TK,EKCH,D,NAX,B738,EI-GBB,09:30:00,09:33:34
EJU23ZC,LIRN,D,EZY,A319,OE-LQN,09:30:00,09:37:38
BMS1TA,LRIA,A,BMS,B738,YR-BMB,09:35:00,09:06:18
VLG248X,LESO,A,VLG,A319,EC-NGB,09:35:00,09:19:19
EIN6XA,EICK,A,EIN,A320,EI-DEK,09:35:00,09:29:39
VLG75BB,LEIB,A,VLG,A320,EC-LLJ,09:35:00,09:35:57
VLG63QS,LEPA,A,VLG,A321,EC-MGZ,09:35:00,09:40:54
RYR1DN,EDDB,D,RYR,B738,EI-DYR,09:35:00,09:42:47
NAX38P,ENGM,A,NAX,B738,EI-FHE,09:40:00,09:28:38
SWR195N,LSZH,D,SWR,A321,HB-IOO,09:40:00,09:40:08
VLG61ZZ,LIRF,D,VLG,A20N,EC-NAX,09:40:00,09:48:02
WZZ9PN,LROP,D,WZZ,A320,HA-LWI,09:40:00,09:50:10
EJU27DA,LFPG,D,EZY,A320,OE-IJF,09:40:00,09:50:44
VLG37LX,LEMH,D,VLG,A320,EC-KDG,09:40:00,09:52:45
AAL113,KMIA,D,AAL,B772,N789AN,09:40:00,10:18:26
RYR2UB,EIDW,A,RYR,B738,EI-GJO,09:45:00,09:26:28
RYR95VX,EGCC,A,RYR,B738,EI-DWD,09:45:00,09:26:34
VLG2LU,LEMH,A,VLG,A320,EC-MVN,09:45:00,09:45:06
VLG99WP,LIEA,A,VLG,A321,EC-MRF,09:50:00,09:35:26
RYR30HJ,LEXJ,A,RYR,B738,EI-EVW,09:50:00,09:45:39
EJU15CR,EDDB,D,EZY,A319,OE-LQR,09:50:00,09:50:07
IBK5PH,EGKK,D,NAX,B738,EI-FVZ,09:50:00,10:08:23
TGZ737,UGTB,A,TGZ,E190,4L-TGH,09:55:00,09:27:37
IRM136,OIIE,A,IRM,A346,EP-MMQ,09:55:00,09:41:25
RYR8PC,LPPR,D,RYR,B738,EI-GSK,09:55:00,10:12:55
TAP1033,LPPR,D,TAP,A319,CS-TTL,09:55:00,10:12:55
THY9RV,LTFM,A,THY,A333,TC-JNZ,10:00:00,09:51:17
VLG6332,LIMC,D,VLG,A320,EC-KHN,10:00:00,10:01:11
RYR68DX,EDDF,D,RYR,B738,EI-GJJ,10:00:00,10:01:15
IBE10HD,LEMD,D,IBE,A320,EC-LRG,10:00:00,10:03:52
FIN6RM,EFHK,A,FIN,A321,OH-LZP,10:05:00,09:40:39
ROU1914,CYYZ,A,ROU,B763,C-GHLA,10:05:00,09:46:34
RYR7RW,LIRN,D,RYR,B738,EI-DCF,10:05:00,10:14:19
FOO8319,EHAM,D,FOO,A321,OE-LCR,10:05:00,10:15:36
AFR67HE,LFPG,D,AFR,A320,F-GKXH,10:05:00,10:21:05
VLG27RR,LIPE,A,VLG,A20N,EC-NBA,10:10:00,09:54:46
RYR215Q,LIME,A,RYR,B738,EI-DLD,10:10:00,10:04:01
VLG22EA,LEZL,D,VLG,A320,EC-MES,10:10:00,10:12:46
SIA377,LIMC,D,SIA,A359,9V-SMT,10:10:00,10:16:29
BAW473,EGLL,D,BAW,A320,G-EUUC,10:10:00,10:24:16
EZY73KM,EGAA,A,EZY,A320,G-EZTY,10:15:00,10:05:36
EZY15FU,EGGW,A,EZY,A319,G-EZBZ,10:15:00,10:08:12
EJU39QP,LSGG,A,EZY,A320,OE-IZW,10:15:00,10:10:28
VLG69AJ,LEAM,D,VLG,A320,EC-LVP,10:15:00,10:16:06
EIN87H,EICK,D,EIN,A320,EI-DEK,10:15:00,10:16:42
EIN562P,EIDW,A,EIN,A320,EI-DEJ,10:20:00,10:09:31
KLM85J,EHAM,A,KLM,B738,PH-HSE,10:20:00,10:16:26
VLG267S,LEMD,A,VLG,A320,EC-MBM,10:20:00,10:18:24
VLG189L,EDDV,D,VLG,A20N,EC-MZT,10:20:00,10:20:02
RYR6GA,EGCC,D,RYR,B738,EI-DWD,10:20:00,10:28:46
VLG902H,LEGR,D,VLG,A320,EC-MBT,10:20:00,10:34:44
DAH2013,DAAG,D,DAH,B737,7T-VKS,10:20:00,10:37:31
RYR65TB,EIDW,D,RYR,B738,EI-GJO,10:20:00,10:40:46
RYR21JE,LIPZ,D,RYR,B738,EI-EVW,10:25:00,10:34:49
VLG15LB,LEAS,A,VLG,A320,EC-MBY,10:30:00,10:23:09
RYR70RV,LIRF,A,RYR,B738,EI-ENP,10:30:00,10:25:52
RYR86YD,GCTS,A,RYR,B738,EI-EVP,10:30:00,10:30:34
NAX39S,ENGM,D,NAX,B738,EI-FHE,10:30:00,10:32:21
VLG26JP,GCFV,D,VLG,A320,EC-LQM,10:30:00,10:37:15
DLH09H,EDDF,D,DLH,A321,D-AISW,10:30:00,10:40:57
DAL195,KATL,D,DAL,B764,N839MH,10:30:00,11:09:02
VLG60VC,LIRQ,A,VLG,A319,EC-MIR,10:35:00,10:24:21
VLG14SD,LEBB,A,VLG,A320,EC-MFL,10:35:00,10:28:00
BMS6808,LRIA,D,BMS,B738,YR-BMB,10:35:00,10:39:14
DAL476,KJFK,A,DAL,B764,N837MH,10:35:00,10:46:35
VLG58RP,LFLL,D,VLG,A320,EC-LLJ,10:35:00,10:53:16
EZY32GY,EGKK,A,EZY,A20N,G-UZHV,10:40:00,10:20:32
ROT421U,LROP,A,ROT,B737,YR-BGH,10:40:00,10:31:25
NAX5HB,KOAK,D,NAX,B789,LN-LNN,10:40:00,10:46:07
RYR2KM,LFOB,A,RYR,B738,EI-GDE,10:45:00,10:26:55
DAH2018,DAOO,A,DAH,B738,7T-VKN,10:45:00,10:29:25
VLG42YX,LEZL,A,VLG,A320,EC-MVM,10:45:00,10:37:15
VLG15AW,LFMN,A,VLG,A320,EC-MEL,10:45:00,10:42:37
IBE0930,LEMD,A,IBE,A320,EC-IEF,10:45:00,10:44:26
ETD35Q,OMAA,D,ETD,B789,A6-BLK,10:45:00,10:46:08
RYR3FQ,LEST,A,RYR,B738,EI-DAC,10:45:00,10:46:13
IBK2433,EGKK,D,NAX,B738,EI-GBI,10:45:00,10:46:41
VLG6005,LIMJ,D,VLG,A320,EC-MBF,10:45:00,11:00:24
AZA2TW,LIRF,A,AZA,A320,EI-IKF,10:50:00,10:17:16
BAW478S,EGLL,A,BAW,A320,G-EUYH,10:50:00,10:24:20
VLG2975,LFRS,A,VLG,A320,EC-MEQ,10:50:00,10:43:21
RYR70TT,EGPH,A,RYR,B738,EI-GSG,10:50:00,10:43:32
VLG1519,LFML,A,VLG,A320,EC-MCU,10:50:00,10:54:54
EJU27UC,LFMN,D,EZY,A320,OE-IZW,10:50:00,10:55:51
RYR6RP,EGSS,D,RYR,B738,EI-DLD,10:50:00,10:58:53
VLG37BL,EGKK,D,VLG,A321,EC-MLM,10:50:00,10:58:56
VLG3558,LEIB,D,VLG,A320,EC-LOP,10:50:00,11:01:16
EZY89ZM,EGGW,D,EZY,A319,G-EZBZ,10:50:00,11:10:13
VLG8037,LFPO,A,VLG,A319,EC-MIQ,10:55:00,10:55:41
VLG2913,LFBD,A,VLG,A20N,EC-NDB,10:55:00,10:58:08
TGZ738,UGTB,D,TGZ,E190,4L-TGH,10:55:00,11:12:14
EZY47WM,EGAA,D,EZY,A320,G-EZTY,10:55:00,11:25:31
RYR5LR,EBBR,A,RYR,B738,EI-FTD,11:00:00,10:34:32
AEE710,LGAV,A,AEE,A321,SX-DNH,11:00:00,10:41:14
DLH27U,EDDM,A,DLH,A320,D-AIWF,11:00:00,10:43:28
AFL2638,UUEE,A,AFL,A321,VP-BEW,11:00:00,10:53:09
VLG12AD,LECO,A,VLG,A320,EC-JZI,11:00:00,11:01:29
EIN5HM,EIDW,D,EIN,A320,EI-DEJ,11:00:00,11:05:19
VLG309K,LSGG,A,VLG,A320,EC-LZZ,11:00:00,11:11:35
AEA6156,LEPA,A,AEA,B738,EC-LQX,11:05:00,10:43:37
VLG7365,GMTT,A,VLG,A20N,EC-NAE,11:05:00,11:11:40
IRM137,OIIE,D,IRM,A346,EP-MMQ,11:05:00,11:12:41
RYR3GG,EBCI,D,RYR,B738,EI-ENP,11:05:00,11:14:20
KLM86N,EHAM,D,KLM,B738,PH-HSE,11:05:00,11:14:23
VLG80MC,LFPO,D,VLG,A320,EC-MBM,11:05:00,11:15:05
FIN7RT,EFHK,D,FIN,A321,OH-LZP,11:05:00,11:16:38
RYR46VZ,GCTS,D,RYR,B738,EI-EVP,11:05:00,11:24:06
VLG318M,LFPO,A,VLG,A320,EC-KJD,11:10:00,10:55:22
RYR2GX,LIPE,A,RYR,B738,EI-FOF,11:10:00,10:55:42
VLG7843,LLBG,A,VLG,A320,EC-MFN,11:10:00,10:55:50
VLG7481,DAOO,A,VLG,A320,EC-MAI,11:10:00,10:59:59
VLG30MJ,GCLP,A,VLG,A321,EC-MMH,11:15:00,11:05:54
UAL121,KEWR,D,UAL,B78X,N12004,11:15:00,11:16:07
AAL67,KJFK,D,AAL,B772,N782AN,11:15:00,11:16:14
IBE2605,SCEL,D,IBE,A332,EC-NEN,11:15:00,11:24:27
VLG661B,LIEE,D,VLG,A20N,EC-NBA,11:15:00,11:27:49
EZY57UT,EGKK,D,EZY,A20N,G-UZHV,11:15:00,11:30:31
VLG3744,LEMH,D,VLG,A320,EC-MBY,11:15:00,11:31:35
VLG20CG,LEGR,A,VLG,A321,EC-MHA,11:20:00,11:08:15
VLG15AC,GCXO,A,VLG,A20N,EC-NEA,11:20:00,11:25:36
VLG25QJ,EDDH,D,VLG,A320,EC-MFL,11:20:00,11:28:26
VLG60QY,LIRQ,D,VLG,A319,EC-MIR,11:20:00,11:39:07
RYR4909,LYPG,D,RYR,B738,EI-DAC,11:20:00,11:52:41
AFR87VQ,LFPG,A,AFR,A321,F-GTAT,11:25:00,11:20:10
TSC266,CYUL,A,TSC,A310,C-GTSW,11:25:00,11:28:40
RYR626E,EGPH,D,RYR,B738,EI-GSG,11:25:00,11:30:59
CCA846,ZBAA,D,CCA,A333,B-6102,11:25:00,11:39:50
RYR1UE,LEMG,D,RYR,B738,EI-GDE,11:25:00,11:43:39
VLG58QZ,LSZH,A,VLG,A20N,EC-NFH,11:30:00,11:11:16
EXS98FS,EGPF,A,EXS,B738,G-JZBP,11:30:00,11:14:15
EXS68ZM,EGCC,A,EXS,B752,G-LSAA,11:30:00,11:14:49
VLG7845,LLBG,A,VLG,A320,EC-MBE,11:30:00,11:20:24
RYR2MQ,EGSS,A,RYR,B738,EI-FIZ,11:30:00,11:28:16
VLG74KB,LEZL,D,VLG,A320,EC-MBS,11:30:00,11:38:22
THY6AS,LTFM,D,THY,A333,TC-JNZ,11:30:00,11:51:20
ROT422L,LROP,D,ROT,B737,YR-BGH,11:30:00,11:52:42
EJU83CN,LFSB,A,EZY,A320,OE-ICR,11:35:00,11:13:40
RYR8ST,LIMF,D,RYR,B738,EI-FTD,11:35:00,11:36:00
VLG87AB,EGBB,D,VLG,A320,EC-MCU,11:35:00,11:45:47
VLG7AY,EKYT,D,VLG,A320,EC-MGE,11:35:00,11:49:11
BAW479,EGLL,D,BAW,A320,G-EUYH,11:40:00,11:40:58
AZA077,LIRF,D,AZA,A320,EI-IKF,11:40:00,11:46:15
VLG72LD,EIDW,D,VLG,A20N,EC-NDB,11:40:00,11:56:47
VLG62AM,LFSB,D,VLG,A319,EC-MIQ,11:40:00,12:00:21
CCA840,ZSPD,D,CCA,A332,B-6536,11:40:00,12:03:55
VLG64CC,LIPZ,A,VLG,A321,EC-MMU,11:45:00,11:39:04
DLH85N,EDDF,A,DLH,A321,D-AIRS,11:45:00,11:41:28
VLG89VK,LIMC,A,VLG,A20N,EC-NDC,11:45:00,11:42:33
VLG8477,LPPR,A,VLG,A320,EC-LRE,11:45:00,11:44:19
VLG61WG,LIRF,A,VLG,A20N,EC-NDA,11:45:00,11:46:22
ROU1915,CYYZ,D,ROU,B763,C-GHLA,11:45:00,11:48:15
RYR86XJ,LIME,D,RYR,B738,EI-FOF,11:45:00,11:48:30
VLG377B,LPPT,D,VLG,A320,EC-LQK,11:45:00,11:55:10
DAH2019,DAOO,D,DAH,B738,7T-VKN,11:45:00,11:59:59
VLG39DL,LEPA,D,VLG,A320,EC-LZZ,11:45:00,12:06:10
TAR514,DTTA,A,TAR,A320,TS-IML,11:50:00,11:29:47
VLG3RC,EBBR,A,VLG,A20N,EC-NAZ,11:50:00,11:38:38
NAX7156,KORD,A,NAX,B789,LN-LNR,11:50:00,11:41:12
AEE711,LGAV,D,AEE,A321,SX-DNH,11:50:00,11:50:05
VLG12GC,ESSA,D,VLG,A320,EC-MEQ,11:50:00,11:52:08
AEA7706,LEMD,D,AEA,B788,EC-MOM,11:50:00,12:04:22
ELY394,LLBG,D,ELY,B744,4X-ELA,11:50:00,12:05:30
VLG35TQ,LEIB,A,VLG,A320,EC-MAN,11:55:00,11:36:09
AMX037,MMMX,A,AMX,B789,XA-ADC,11:55:00,11:47:22
VLG61VJ,LIRF,D,VLG,A320,EC-MVN,11:55:00,11:55:06
AEA6037,LEPA,D,AEA,B738,EC-LQX,11:55:00,11:59:10
VLG24ZG,EDDN,D,VLG,A320,EC-LLM,11:55:00,12:12:30
DLH12K,EDDM,D,DLH,A320,D-AIWF,11:55:00,12:16:16
VLG84LC,LPPT,A,VLG,A321,EC-MLD,12:00:00,11:43:07
TAP1040,LPPT,A,TAP,A319,CS-TTV,12:00:00,11:53:29
AFL2639,UUEE,D,AFL,A321,VP-BEW,12:00:00,12:04:08
IBE12BV,LEMD,D,IBE,A320,EC-IEF,12:00:00,12:04:27
UAL141,KIAD,D,UAL,B764,N69063,12:00:00,12:07:16
VLG18ER,EDDM,A,VLG,A320,EC-LZN,12:00:00,12:10:37
VLG37MY,LEMH,A,VLG,A320,EC-KDG,12:05:00,11:38:51
VLG736H,EHAM,D,VLG,A321,EC-MHA,12:05:00,12:06:12
VLG32KU,GCXO,D,VLG,A20N,EC-NEA,12:05:00,12:09:20
VLG21VC,LEMG,D,VLG,A321,EC-MMH,12:05:00,12:15:47
ROU1912,CYUL,A,ROU,B763,C-GEOQ,12:10:00,11:57:01
BRU869,UMMS,A,BRU,B735,EW-294PA,12:10:00,12:02:00
VLG2AB,GCLP,D,VLG,A321,EC-MGZ,12:10:00,12:14:24
VLG86KW,LFRB,D,VLG,A320,EC-MAI,12:10:00,12:17:40
NAX76C,KEWR,A,NAX,B789,SE-RXZ,12:15:00,12:00:10
EJU8569,EGKK,A,EZY,A320,OE-IZD,12:15:00,12:06:37
VLG6334,LIMC,D,VLG,A20N,EC-NFH,12:15:00,12:19:20
EXS5LS,EGPF,D,EXS,B738,G-JZBP,12:15:00,12:27:56
VLG6501,LIRN,A,VLG,A320,EC-LVO,12:20:00,12:01:56
LOT437,EPWA,A,LOT,B738,SP-LWB,12:20:00,12:02:10
EJU73UW,LFMN,A,EZY,A320,OE-IVH,12:20:00,12:06:03
THY5JD,LTFJ,A,THY,B738,TC-JHS,12:20:00,12:07:32
AFR1349,LFPG,D,AFR,A321,F-GTAT,12:20:00,12:27:08
EJU71WZ,EGKK,D,EZY,A320,OE-ICR,12:20:00,12:28:25
TAM8115,SBGR,D,TAM,B763,PT-MOF,12:20:00,12:29:34
TSC280,CYYZ,A,TSC,A310,C-GTSH,12:25:00,12:20:10
VLG8526,ESGG,D,VLG,A320,EC-MBK,12:25:00,12:32:27
RYR129,EDDH,A,RYR,B738,EI-FRE,12:30:00,12:19:38
VLG83PJ,EHAM,A,VLG,A320,EC-MXG,12:30:00,12:23:17
VLG89TE,LFPG,A,VLG,A321,EC-MQL,12:30:00,12:23:34
VLG857Q,EBBR,D,VLG,A320,EC-JZI,12:30:00,12:31:16
VLG534X,LICC,D,VLG,A20N,EC-NDC,12:30:00,12:33:19
VLG8802,LHBP,D,VLG,A320,EC-MFN,12:30:00,12:37:19
VLG15LL,LFPO,A,VLG,A320,EC-JSY,12:30:00,12:39:01
EXS59ED,EGCC,D,EXS,B752,G-LSAA,12:30:00,12:42:04
KLM65H,EHAM,A,KLM,B738,PH-BXD,12:35:00,12:13:51
BAW484C,EGLL,A,BAW,A320,G-EUYJ,12:35:00,12:17:12
FPO882,LLBG,A,FPO,B738,F-GZTZ,12:35:00,12:30:58
VLG2DZ,EGKK,D,VLG,A321,EC-MRF,12:35:00,12:43:06
AUI991,UKBB,A,AUI,B738,UR-PSQ,12:40:00,12:31:50
RYR338K,LHBP,A,RYR,B738,EI-DPV,12:40:00,12:32:09
RAM964Y,GMMN,A,RAM,B737,CN-RNL,12:40:00,12:37:37
TAR515,DTTA,D,TAR,A320,TS-IML,12:40:00,12:48:38
VLG85LP,EDDL,D,VLG,A20N,EC-NAZ,12:45:00,12:47:03
DLH02A,EDDF,D,DLH,A321,D-AIRS,12:45:00,12:47:10
VLG35LG,LEIB,D,VLG,A320,EC-LZN,12:45:00,12:55:15
DAL477,KJFK,D,DAL,B764,N837MH,12:45:00,13:18:07
EWG47Y,EDDL,A,EWG,A320,D-ABNL,12:50:00,12:30:36
RYR63LN,EGNX,A,RYR,B738,EI-DWZ,12:50:00,12:34:58
IBE11ZL,LEMD,A,IBE,A320,EC-KOH,12:50:00,12:36:35
SBI6105,ULLI,A,SBI,A319,VP-BTQ,12:50:00,12:36:56
VLG15GE,LEAS,D,VLG,A320,EC-KDG,12:50:00,13:01:05
RYR6YN,LEPA,D,RYR,B738,EI-FIZ,12:50:00,13:02:20
AAL743,KPHL,D,AAL,A332,N290AY,12:50:00,13:03:15
TAP1035,LPPT,D,TAP,A319,CS-TTV,12:50:00,13:17:16
AVA018,SKBO,A,AVA,B788,N783AV,12:51:00,12:50:21
DLH48H,EDDM,A,DLH,A319,D-AILY,12:55:00,12:48:17
AEA7702,LEMD,D,AEA,B738,EC-LYR,12:55:00,13:07:50
TSC267,CYUL,D,TSC,A310,C-GTSW,12:55:00,13:22:16
EZS1405,LSGG,A,EZY,A320,HB-JZY,13:00:00,12:33:55
VLG3NF,LECO,A,VLG,A20N,EC-NCU,13:00:00,12:52:46
UAE9969,EHAM,A,UAE,B77L,A6-EFI,13:00:00,12:55:15
BRU870,UMMS,D,BRU,B735,EW-294PA,13:00:00,13:05:18
EJU94KY,LFMN,D,EZY,A320,OE-IVH,13:00:00,13:09:21
EJU73EN,LFPG,D,EZY,A320,OE-IZD,13:00:00,13:15:27
AFL2648,UUEE,A,AFL,A321,VP-BAY,13:05:00,12:55:35
