callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
VLG61ZZ,LIRF,D,VLG,A320,EC-MVE,09:40:00,10:01:00
RYR95VX,EGCC,A,RYR,B738,EI-FOP,09:45:00,09:32:39
VLG2LU,LEMH,A,VLG,A320,EC-MBE,09:45:00,09:33:05
RYR2UB,EIDW,A,RYR,B738,EI-EVY,09:45:00,09:43:45
VLG9450,LEMD,D,VLG,A320,EC-KMI,09:45:00,09:47:21
EWG521,EDDK,D,EWG,A320,D-AEUH,09:45:00,09:58:28
EWG66F,EDDL,A,EWG,A319,D-AGWL,09:50:00,09:51:13
VLG13ME,LEAL,A,VLG,A320,EC-MFL,09:50:00,09:54:36
EJU68YB,EDDB,A,EZY,A320,OE-IVK,09:55:00,09:31:38
EJU27DA,LFPG,D,EZY,A320,OE-IJQ,09:55:00,09:58:24
VLG83BZ,LEBB,D,VLG,A320,EC-LVP,09:55:00,10:01:53
TAP1033,LPPR,D,TAP,A319,CS-TTR,09:55:00,10:02:13
RYR8PC,LPPR,D,RYR,B738,EI-FTR,09:55:00,10:03:06
THY9RV,LTFM,A,THY,A333,TC-JNM,10:00:00,09:42:44
VLG6332,LIMC,D,VLG,A320,EC-LLJ,10:00:00,10:06:19
FIN6RM,EFHK,A,FIN,A321,OH-LZM,10:05:00,09:38:22
ROU1914,CYYZ,A,ROU,B763,C-FMWU,10:05:00,09:54:32
RYR58K,LIPZ,A,RYR,B738,EI-EKM,10:05:00,10:04:18
FOO8319,EHAM,D,FOO,A321,OE-LCR,10:05:00,10:05:27
AFR67HE,LFPG,D,AFR,A320,F-GKXJ,10:05:00,10:06:54
RYR7RW,LIRN,D,RYR,B738,EI-FZN,10:05:00,10:15:30
VLG14QM,LEBB,A,VLG,A321,EC-MQL,10:05:00,10:15:56
RYR215Q,LIME,A,RYR,B738,EI-FOF,10:10:00,09:56:39
BAW473,EGLL,D,BAW,A320,G-EUUJ,10:10:00,10:14:29
VLG22EA,LEZL,D,VLG,A320,EC-LUO,10:10:00,10:20:17
EZY47MT,EGGD,A,EZY,A20N,G-UZHT,10:15:00,10:00:22
EZY15FU,EGGW,A,EZY,A20N,G-UZLF,10:15:00,10:03:27
EJU39QP,LSGG,A,EZY,A320,OE-IZW,10:15:00,10:11:58
EIN87H,EICK,D,EIN,A320,EI-DEO,10:15:00,10:17:07
VLG69AJ,LEAM,D,VLG,A320,EC-JZI,10:15:00,10:22:41
VLG3556,LEIB,D,VLG,A320,EC-KHN,10:15:00,10:33:52
RYR70TT,EGPH,A,RYR,B738,EI-GJB,10:20:00,09:50:36
VLG267S,LEMD,A,VLG,A320,EC-MVM,10:20:00,09:54:26
KLM85J,EHAM,A,KLM,B738,PH-BCA,10:20:00,09:59:23
EIN562P,EIDW,A,EIN,A320,EI-DEJ,10:20:00,10:17:48
RYR6GA,EGCC,D,RYR,B738,EI-FOP,10:20:00,10:24:14
VLG902H,LEGR,D,VLG,A320,EC-MKO,10:20:00,10:26:39
VLG189L,EDDV,D,VLG,A319,EC-MGF,10:20:00,10:28:37
VLG24YL,GCRR,D,VLG,A321,EC-MLM,10:20:00,10:30:26
EZY27MQ,EGGP,A,EZY,A319,G-EZIM,10:20:00,10:32:37
RYR65TB,EIDW,D,RYR,B738,EI-EVY,10:20:00,10:40:08
IBK3655,EKCH,D,NAX,B738,EI-FHJ,10:25:00,10:26:11
VLG15LB,LEAS,A,VLG,A320,EC-MUM,10:30:00,10:12:05
RYR70RV,LIRF,A,RYR,B738,EI-DPV,10:30:00,10:18:56
VLG1593,LEXJ,A,VLG,A320,EC-LVT,10:30:00,10:23:11
EJU15CR,EDDB,D,EZY,A320,OE-IVK,10:30:00,10:35:44
VLG26JP,GCFV,D,VLG,A320,EC-LZN,10:30:00,10:38:17
DLH09H,EDDF,D,DLH,A321,D-AISW,10:30:00,10:45:47
DAL195,KATL,D,DAL,B764,N836MH,10:30:00,10:54:58
VLG14SD,LEBB,A,VLG,A320,EC-MYC,10:35:00,10:09:28
VLG15AW,LFMN,A,VLG,A320,EC-KDG,10:35:00,10:21:58
VLG58RP,LFLL,D,VLG,A320,EC-MFL,10:35:00,10:38:49
VLG60VC,LIRQ,A,VLG,A319,EC-MKV,10:35:00,10:39:42
DAL476,KJFK,A,DAL,B764,N844MH,10:35:00,10:43:04
ROT421U,LROP,A,ROT,B737,YR-BGI,10:40:00,10:29:25
EZY32GY,EGKK,A,EZY,A319,G-EZAN,10:40:00,10:33:34
BMS3AA,LROP,D,BMS,B734,YR-BAZ,10:40:00,10:41:20
IBE0930,LEMD,A,IBE,A321,EC-IJN,10:45:00,10:08:17
RYR2KM,LFOB,A,RYR,B738,EI-DPM,10:45:00,10:26:10
RYR86YD,GCTS,A,RYR,B738,EI-EKI,10:45:00,10:26:39
VLG42YX,LEZL,A,VLG,A20N,EC-NFH,10:45:00,10:32:25
EWG9445,EDDL,D,EWG,A319,D-AGWL,10:45:00,10:54:48
ETD35Q,OMAA,D,ETD,B789,A6-BLR,10:45:00,11:03:12
VLG2975,LFRS,A,VLG,A320,EC-MEL,10:50:00,10:28:56
BAW478S,EGLL,A,BAW,A320,G-EUUN,10:50:00,10:30:50
VLG1519,LFML,A,VLG,A320,EC-MKN,10:50:00,10:45:59
AZA2TW,LIRF,A,AZA,A320,I-BIKC,10:50:00,10:50:07
EZY89ZM,EGGW,D,EZY,A20N,G-UZLF,10:50:00,10:52:50
RYR6RP,EGSS,D,RYR,B738,EI-FOF,10:50:00,10:55:01
VLG37BL,EGKK,D,VLG,A321,EC-MQL,10:50:00,10:58:47
EJU27UC,LFMN,D,EZY,A320,OE-IZW,10:50:00,11:14:35
EZY41ZQ,EGGD,D,EZY,A20N,G-UZHT,10:50:00,11:20:03
VLG8037,LFPO,A,VLG,A319,EC-MIR,10:55:00,10:52:19
RYR626E,EGPH,D,RYR,B738,EI-GJB,10:55:00,11:01:38
RYR8ST,LIMF,D,RYR,B738,EI-EKM,10:55:00,11:03:20
EZY45CQ,EGGP,D,EZY,A319,G-EZIM,10:55:00,11:16:34
VLG309K,LSGG,A,VLG,A320,EC-MEQ,11:00:00,10:42:57
RYR4JM,GCLP,A,RYR,B738,EI-GXG,11:00:00,10:53:22
AEE710,LGAV,A,AEE,A321,SX-DGS,11:00:00,10:56:26
RYR5LR,EBBR,A,RYR,B738,EI-DAR,11:00:00,10:56:45
AFL2638,UUEE,A,AFL,A321,VP-BAV,11:00:00,10:57:15
DLH27U,EDDM,A,DLH,A320,D-AIUS,11:00:00,10:59:13
VLG503W,LEIB,D,VLG,A320,EC-LVU,11:00:00,11:09:49
EIN5HM,EIDW,D,EIN,A320,EI-DEJ,11:00:00,11:16:03
VLG32JJ,LEMD,A,VLG,A320,EC-LQK,11:05:00,10:56:05
VLG7365,GMTT,A,VLG,A20N,EC-NDC,11:05:00,10:59:12
AEA6156,LEPA,A,AEA,B738,EC-LPR,11:05:00,11:03:19
FIN7RT,EFHK,D,FIN,A321,OH-LZM,11:05:00,11:08:54
VLG80MC,LFPO,D,VLG,A320,EC-MVM,11:05:00,11:12:21
AEA7702,LEMD,D,AEA,B738,EC-LYR,11:05:00,11:13:30
KLM86N,EHAM,D,KLM,B738,PH-BCA,11:05:00,11:19:42
VLG318M,LFPO,A,VLG,A320,EC-LAB,11:10:00,11:11:13
VLG21GU,LEMG,A,VLG,A321,EC-MLD,11:15:00,11:03:28
VLG30MJ,GCLP,A,VLG,A321,EC-MMH,11:15:00,11:07:31
VLG2913,LFBD,A,VLG,A320,EC-MQE,11:15:00,11:09:08
VLG3744,LEMH,D,VLG,A320,EC-LVT,11:15:00,11:15:30
VLG661B,LIEE,D,VLG,A320,EC-MUM,11:15:00,11:16:35
IBE2605,SCEL,D,IBE,A332,EC-MOU,11:15:00,11:20:38
EZY57UT,EGKK,D,EZY,A319,G-EZAN,11:15:00,11:25:57
AAL67,KJFK,D,AAL,B772,N787AL,11:15:00,11:31:02
VLG15AC,GCXO,A,VLG,A320,EC-JGM,11:20:00,10:52:23
VLG20CG,LEGR,A,VLG,A321,EC-MGY,11:20:00,11:19:20
RYR46VZ,GCTS,D,RYR,B738,EI-EKI,11:20:00,11:22:40
VLG25QJ,EDDH,D,VLG,A320,EC-MYC,11:20:00,11:28:16
VLG60QY,LIRQ,D,VLG,A319,EC-MKV,11:20:00,11:42:04
AFR87VQ,LFPG,A,AFR,A321,F-GTAM,11:25:00,11:17:54
RYR1UE,LEMG,D,RYR,B738,EI-DPV,11:25:00,11:36:35
RYR2MQ,EGSS,A,RYR,B738,EI-DPT,11:30:00,11:19:00
VLG1703,LEVX,A,VLG,A320,EC-LRE,11:30:00,11:21:16
EXS68ZM,EGCC,A,EXS,B738,G-DRTI,11:30:00,11:35:00
ROT422L,LROP,D,ROT,B737,YR-BGI,11:30:00,11:37:37
VLG58QZ,LSZH,A,VLG,A20N,EC-NBA,11:30:00,11:40:34
VLG14AH,LEBB,D,VLG,A20N,EC-NFH,11:30:00,11:47:44
THY6AS,LTFM,D,THY,A333,TC-JNM,11:30:00,11:48:26
VLG74KB,LEZL,D,VLG,A320,EC-KDG,11:30:00,11:57:03
EJU83CN,LFSB,A,EZY,A320,OE-IZL,11:35:00,11:22:00
RYR6YN,LEPA,D,RYR,B738,EI-DAR,11:35:00,11:48:10
RYR2VT,GCLP,D,RYR,B738,EI-GXG,11:35:00,11:50:02
VLG87AB,EGBB,D,VLG,A320,EC-KRH,11:35:00,11:50:22
RYR3GG,EBCI,D,RYR,B738,EI-DPM,11:35:00,11:54:16
TSC262,CYUL,A,TSC,A310,C-GSAT,11:40:00,11:34:23
CCA840,ZSPD,D,CCA,A332,B-6533,11:40:00,11:44:42
VLG62AM,LFSB,D,VLG,A319,EC-MIR,11:40:00,11:45:13
BAW479,EGLL,D,BAW,A320,G-EUUN,11:40:00,12:00:52
AZA77,LIRF,D,AZA,A320,I-BIKC,11:40:00,12:08:12
VLG61WG,LIRF,A,VLG,A20N,EC-NCS,11:45:00,11:30:42
DLH85N,EDDF,A,DLH,A321,D-AIDM,11:45:00,11:31:05
VLG8477,LPPR,A,VLG,A320,EC-LUN,11:45:00,11:42:55
ANE13DZ,LEBZ,A,IBE,CRJX,EC-MVZ,11:45:00,11:45:44
VLG39DL,LEPA,D,VLG,A320,EC-MEQ,11:45:00,11:47:02
VLG3RC,EBBR,A,VLG,A320,EC-MJB,11:45:00,11:47:34
VLG64CC,LIPZ,A,VLG,A321,EC-MGZ,11:45:00,11:54:51
ROU1915,CYYZ,D,ROU,B763,C-FMWU,11:45:00,12:01:34
AMX037,MMMX,A,AMX,B788,N961AM,11:50:00,11:46:43
AEA7706,LEMD,D,AEA,A332,EC-JZL,11:50:00,11:51:26
VLG12GC,ESSA,D,VLG,A20N,EC-NDC,11:50:00,11:57:58
AEE711,LGAV,D,AEE,A321,SX-DGS,11:50:00,11:59:41
VLG35TQ,LEIB,A,VLG,A320,EC-MBT,11:55:00,11:41:36
VLG89VK,LIMC,A,VLG,A20N,EC-NAE,11:55:00,11:42:14
AEA6037,LEPA,D,AEA,B738,EC-LPR,11:55:00,11:57:40
VLG61VJ,LIRF,D,VLG,A320,EC-LQK,11:55:00,12:06:02
DLH12K,EDDM,D,DLH,A320,D-AIUS,11:55:00,12:15:43
VLG24ZG,EDDN,D,VLG,A320,EC-LAB,11:55:00,12:21:53
VLG84LC,LPPT,A,VLG,A320,EC-LOC,12:00:00,11:38:13
VLG18ER,EDDM,A,VLG,A320,EC-MXG,12:00:00,11:43:02
TAP1040,LPPT,A,TAP,A320,CS-TNQ,12:00:00,12:03:48
IBE12BV,LEMD,D,IBE,A321,EC-IJN,12:00:00,12:08:18
AFL2639,UUEE,D,AFL,A321,VP-BAV,12:00:00,12:10:17
VLG18KA,EDDT,D,VLG,A320,EC-MQE,12:00:00,12:12:12
UAL141,KIAD,D,UAL,B772,N769UA,12:00:00,12:13:27
VLG37MY,LEMH,A,VLG,A320,EC-LVV,12:05:00,11:40:00
NAX4CW,ENGM,A,MMZ,B763,CS-TST,12:05:00,11:41:52
RYR3FQ,LEST,A,RYR,B738,EI-DLX,12:05:00,11:52:57
EZS45TM,LSGG,A,EZY,A320,HB-JXB,12:05:00,12:02:26
VLG32KU,GCXO,D,VLG,A320,EC-JGM,12:05:00,12:05:37
VLG736H,EHAM,D,VLG,A321,EC-MGY,12:05:00,12:08:14
VLG21VC,LEMG,D,VLG,A321,EC-MLD,12:05:00,12:11:13
RYR86XJ,LIME,D,RYR,B738,EI-DPT,12:05:00,12:17:55
SIA387,WSSS,D,SIA,A359,9V-SMN,12:05:00,12:35:06
ROU1912,CYUL,A,ROU,B763,C-GEOQ,12:10:00,11:53:11
VLG2AB,GCLP,D,VLG,A321,EC-MMH,12:10:00,12:15:40
EJU8569,EGKK,A,EZY,A320,OE-IZD,12:15:00,11:52:54
VLG19ZN,EGKK,A,VLG,A20N,EC-NFJ,12:15:00,11:58:05
EXS4P,EGNM,A,ART,A320,ES-SAQ,12:15:00,12:00:12
NAX76C,KEWR,A,NAX,B789,SE-RXZ,12:15:00,12:14:58
VLG377B,LPPT,D,VLG,A20N,EC-NBA,12:15:00,12:23:04
VLG6334,LIMC,D,VLG,A320,EC-LRE,12:15:00,12:24:17
THY5JD,LTFJ,A,THY,B738,TC-JHS,12:20:00,11:58:28
VLG6501,LIRN,A,VLG,A20N,EC-NAZ,12:20:00,12:00:44
LOT437,EPWA,A,LOT,B738,SP-LWB,12:20:00,12:03:49
VLG1100,LEMD,A,VLG,A320,EC-MBY,12:20:00,12:09:59
TAM8115,SBGR,D,TAM,B763,PT-MSW,12:20:00,12:27:32
EJU71WZ,EGKK,D,EZY,A320,OE-IZL,12:20:00,12:38:23
AFR1349,LFPG,D,AFR,A321,F-GTAM,12:20:00,12:39:40
VLG15LL,LFPO,A,VLG,A320,EC-KDX,12:30:00,12:13:27
RYR129,EDDH,A,RYR,B738,EI-FEI,12:30:00,12:14:15
VLG83PJ,EHAM,A,VLG,A320,EC-LQM,12:30:00,12:22:45
NAX7108,KLAX,A,NAX,B789,LN-LNR,12:30:00,12:36:32
VLG8802,LHBP,D,VLG,A320,EC-MEL,12:30:00,12:37:25
VLG857Q,EBBR,D,VLG,A320,EC-MKN,12:30:00,12:43:06
EXS59ED,EGCC,D,EXS,B738,G-DRTI,12:30:00,12:55:39
ELY393,LLBG,A,ELY,B772,4X-ECF,12:35:00,12:07:50
KLM65H,EHAM,A,KLM,B739,PH-BXR,12:35:00,12:29:03
RAM964Y,GMMN,A,RAM,B738,CN-ROB,12:40:00,12:30:51
VLG89TE,LFPG,A,VLG,A321,EC-MHB,12:40:00,12:39:15
AUI991,UKBB,A,AUI,B739,UR-PSI,12:40:00,12:42:12
VLG72LD,EIDW,D,VLG,A320,EC-MBT,12:40:00,12:52:02
EZS76WE,LSGG,D,EZY,A320,HB-JXB,12:40:00,12:56:08
VLG534X,LICC,D,VLG,A20N,EC-NAE,12:40:00,13:02:09
VLG85LP,EDDL,D,VLG,A320,EC-MAO,12:45:00,12:45:54
DLH02A,EDDF,D,DLH,A321,D-AIDM,12:45:00,12:51:01
DAL477,KJFK,D,DAL,B764,N844MH,12:45:00,12:54:01
VLG35LG,LEIB,D,VLG,A320,EC-MXG,12:45:00,13:01:40
VLG3557,LEIB,A,VLG,A320,EC-KHN,12:50:00,12:40:43
RYR63LN,EGNX,A,RYR,B738,EI-DPO,12:50:00,12:50:47
TAP1035,LPPT,D,TAP,A320,CS-TNQ,12:50:00,12:52:05
VLG15GE,LEAS,D,VLG,A320,EC-LVV,12:50:00,12:59:32
VLG803E,LFPO,D,VLG,A320,EC-LOC,12:50:00,13:06:34
