callsign,airp,a_d,airl,ac_model,tail,time_sch,time_atm
LDM96D,LOWW,A,LDM,A320,OE-LON,08:05:00,07:53:10
VLG1311,LEAL,A,VLG,A320,EC-MJC,08:10:00,07:54:03
TRA89A,EHAM,A,TRA,B738,PH-HSC,08:10:00,07:58:15
VLG14GL,LEBB,A,VLG,A20N,EC-NCT,08:10:00,08:10:11
VLG8032,LFPO,D,VLG,A320,EC-MBS,08:10:00,08:20:05
ANE36CD,LEVC,D,IBE,CRJ9,EC-JZT,08:10:00,08:26:14
VLG48PE,LFBD,D,VLG,A320,EC-MFL,08:10:00,08:28:23
EJU74CE,EGAA,D,EZY,A320,OE-IZL,08:10:00,08:38:15
CCA845,ZBAA,A,CCA,A333,B-8579,08:15:00,08:02:52
VLG43HN,LIME,D,VLG,A320,EC-LLJ,08:20:00,08:27:59
VLG80XK,LFPO,D,VLG,A320,EC-KJD,08:20:00,08:44:01
EWG4CK,EDDS,A,EWG,A320,D-ABHA,08:25:00,08:01:03
WZZ161,LHBP,A,WZZ,A21N,HA-LVF,08:25:00,08:05:42
WZZ2SN,LROP,A,WZZ,A321,HA-LXF,08:25:00,08:09:15
VLG22TQ,LEZL,A,VLG,A320,EC-JYX,08:25:00,08:11:15
EJU76TB,LFLL,A,EZY,A319,OE-LQF,08:25:00,08:15:00
VLG21AL,LEMG,A,VLG,A320,EC-MEA,08:25:00,08:23:28
KTK7756,UUWW,D,KTK,B738,VQ-BAL,08:25:00,08:35:12
EZS74PM,LSGG,D,EZY,A320,HB-JXA,08:25:00,08:36:35
RYR5QH,LIPE,D,RYR,B738,EI-DHD,08:25:00,08:45:27
EWG5B,LOWW,A,EWG,A320,D-ABNH,08:30:00,08:21:01
DLH22A,EDDM,A,DLH,A320,D-AIPB,08:30:00,08:21:13
WZZ6BU,LRTR,D,WZZ,A320,HA-LPY,08:30:00,08:43:05
IBE0831,LEMD,D,IBE,A20N,EC-NER,08:30:00,08:45:04
RYR5PD,EGGP,D,RYR,B738,EI-DCF,08:30:00,08:48:01
BEL6BC,EBBR,A,BEL,A320,OO-SNJ,08:35:00,08:10:56
VLG3923,LEPA,A,VLG,A20N,EC-NFI,08:35:00,08:27:11
VLG41SB,LEST,A,VLG,A320,EC-MVD,08:35:00,08:32:55
EJU68LP,LIMC,D,ART,A320,ES-SAS,08:40:00,08:44:03
VLG39ZS,LEPA,D,VLG,A320,EC-KCU,08:40:00,08:48:53
AEA52UP,LEPA,D,AEA,B738,EC-LYR,08:40:00,08:56:14
IBE0730,LEMD,A,IBE,A320,EC-JFN,08:45:00,08:19:11
DAL194,KATL,A,DAL,B764,N840MH,08:45:00,08:33:36
EWG47Y,EDDL,A,EWG,A320,D-ABNL,08:45:00,08:37:36
WZZ473,LHDC,A,WZZ,A320,HA-LPN,08:45:00,08:38:53
VLG3NF,LECO,A,VLG,A320,EC-MNZ,08:45:00,08:43:10
SQP742,UKBB,D,SQP,B738,UR-SQH,08:45:00,08:45:13
LDM68JT,LOWW,D,LDM,A320,OE-LON,08:45:00,08:50:11
SWR198F,LSZH,A,SWR,A321,HB-IOO,08:50:00,08:23:35
VLG7845,LLBG,A,VLG,A320,EC-MOG,08:50:00,08:36:23
VLG70AR,LFPO,A,VLG,A321,EC-MPV,08:50:00,08:41:46
QTR19LJ,OTHH,D,TAM,A359,A7-AMA,08:50:00,08:50:59
RYR39AJ,LEZL,D,RYR,B738,EI-DPD,08:50:00,09:04:20
VLG39PB,LEPA,A,VLG,A320,EC-LZZ,08:55:00,08:37:08
VLG691Z,LIRF,A,VLG,A320,EC-MDZ,08:55:00,08:43:33
EJU76LR,LIRN,A,EZY,A319,OE-LKP,08:55:00,08:46:51
VLG15NT,LEAS,A,VLG,A320,EC-LOP,08:55:00,08:48:14
VLG4TZ,LEBB,D,VLG,A20N,EC-NCT,08:55:00,08:55:31
AEA7701,LEMD,A,AEA,A332,EC-JZL,08:55:00,08:58:38
VLG48SG,LEAL,D,VLG,A320,EC-MJC,08:55:00,09:08:08
TRA132K,EHAM,D,TRA,B738,PH-HSC,08:55:00,09:11:01
AAL742,KPHL,A,AAL,A332,N293AY,09:00:00,08:35:12
AAL112,KMIA,A,AAL,B772,N791AN,09:00:00,08:43:21
UAL120,KEWR,A,UAL,B78X,N12006,09:00:00,08:45:12
EJU57NR,LFLL,D,EZY,A319,OE-LQF,09:00:00,09:13:11
VLG5PK,LEMD,D,VLG,A320,EC-JTQ,09:00:00,09:16:14
EWG520,EDDK,A,EWG,A319,D-AGWB,09:05:00,08:40:27
TRA90B,EHRD,A,TRA,B737,PH-XRY,09:05:00,08:43:10
VLG7460,LEMD,A,VLG,A20N,EC-NAF,09:05:00,08:52:59
EWG2HC,EDDS,D,EWG,A320,D-ABHA,09:05:00,09:19:31
VLG14ZU,LEBB,A,VLG,A20N,EC-NAV,09:10:00,08:51:26
TAP1030,LPPR,A,TAP,A319,CS-TTC,09:10:00,08:57:03
TAM8114,SBGR,A,TAM,B763,PT-MSO,09:10:00,08:58:46
AFR17BY,LFPG,A,AFR,A320,F-HEPG,09:10:00,09:00:34
MAC377,GMTT,A,ABY,A320,CN-NML,09:10:00,09:03:37
VLG21CM,LEMG,D,VLG,A320,EC-MEA,09:10:00,09:13:09
VLG22UL,LEZL,D,VLG,A320,EC-JYX,09:10:00,09:17:34
IBE0800,LEMD,A,IBE,A321,EC-JRE,09:15:00,09:05:04
EWG7TJ,LOWW,D,EWG,A320,D-ABNH,09:15:00,09:16:40
DLH32K,EDDM,D,DLH,A320,D-AIPB,09:15:00,09:23:32
DAH2012,DAAG,A,DAH,B738,7T-VJP,09:20:00,09:10:56
FOO884E,EHAM,A,FOO,A321,OE-LCN,09:20:00,09:12:24
EJU81EU,LFPG,A,EZY,A320,OE-IND,09:20:00,09:19:16
BAW472,EGLL,A,BAW,A320,G-EUUD,09:20:00,09:24:22
WZZ3EX,LHBP,D,WZZ,A21N,HA-LVF,09:20:00,09:26:47
EZY73YL,EGCC,A,EZY,A320,G-EZWA,09:20:00,09:28:01
VLG35JE,LEIB,D,VLG,A320,EC-MFN,09:20:00,09:31:16
WZZ9PN,LROP,D,WZZ,A321,HA-LXF,09:20:00,09:32:30
VLG5XZ,LEST,D,VLG,A320,EC-MVD,09:20:00,09:36:47
VLG22FC,LEZL,A,VLG,A320,EC-MES,09:25:00,08:57:18
BEL96C,EBBR,D,BEL,A320,OO-SNJ,09:25:00,09:28:55
VLG39VW,LEPA,D,VLG,A20N,EC-NFI,09:25:00,09:43:46
VLG7477,DAAG,A,VLG,A320,EC-KDG,09:30:00,09:02:44
RYR75KC,LEIB,A,RYR,B738,EI-DPM,09:30:00,09:25:06
VLG12HG,LECO,D,VLG,A320,EC-MNZ,09:30:00,09:31:05
WZZ4040,LHDC,D,WZZ,A320,HA-LPN,09:30:00,09:31:21
EWG6VU,EDDL,D,EWG,A320,D-ABNL,09:30:00,09:40:01
IBE0931,LEMD,D,IBE,A320,EC-JFN,09:30:00,09:40:38
EJU23ZC,LIRN,D,EZY,A319,OE-LKP,09:30:00,09:43:52
VLG63QS,LEPA,A,VLG,A321,EC-MQL,09:35:00,09:15:08
VLG75BB,LEIB,A,VLG,A320,EC-MVE,09:35:00,09:20:17
EIN6XA,EICK,A,EIN,A320,EI-GAL,09:35:00,09:25:07
VLG248X,LESO,A,VLG,A319,EC-NGB,09:35:00,09:29:59
DLH11Y,EDDF,A,DLH,A321,D-AISL,09:35:00,09:32:38
VLG80EQ,LFPO,D,VLG,A321,EC-MPV,09:35:00,09:47:40
AAL113,KMIA,D,AAL,B772,N762AN,09:40:00,09:51:07
VLG61ZZ,LIRF,D,VLG,A320,EC-LZZ,09:40:00,09:55:25
SWR195N,LSZH,D,SWR,A321,HB-IOO,09:40:00,10:00:19
VLG37LX,LEMH,D,VLG,A320,EC-LOP,09:40:00,10:05:36
RYR95VX,EGCC,A,RYR,B738,EI-EVM,09:45:00,09:20:24
VLG2LU,LEMH,A,VLG,A20N,EC-NDB,09:45:00,09:32:12
RYR2UB,EIDW,A,RYR,B738,EI-EBE,09:45:00,09:34:08
EWG521,EDDK,D,EWG,A319,D-AGWB,09:45:00,10:06:25
VLG9450,LEMD,D,VLG,A20N,EC-NAF,09:45:00,10:08:21
IBE0830,LEMD,A,IBE,A320,EC-LVD,09:50:00,09:26:08
VLG13ME,LEAL,A,VLG,A320,EC-MER,09:50:00,09:36:51
IBK2432,EGKK,A,NAX,B738,EI-FVJ,09:50:00,09:41:17
TRA77E,EHEH,D,TRA,B737,PH-XRY,09:50:00,10:13:32
VLG83BZ,LEBB,D,VLG,A20N,EC-NAV,09:55:00,10:05:23
RYR8PC,LPPR,D,RYR,B738,EI-EKR,09:55:00,10:07:46
EJU27DA,LFPG,D,EZY,A320,OE-IND,09:55:00,10:07:50
TAP1033,LPPR,D,TAP,A319,CS-TTC,09:55:00,10:09:39
EJU68YB,EDDB,A,EZY,A320,OE-IVK,09:55:00,10:12:45
THY9RV,LTFM,A,THY,A333,TC-LNE,10:00:00,09:48:41
MAC372,GMFF,D,ABY,A320,CN-NML,10:00:00,10:11:48
VLG6332,LIMC,D,VLG,A320,EC-MDZ,10:00:00,10:17:31
IBE10HD,LEMD,D,IBE,A321,EC-JRE,10:00:00,10:24:49
ROU1914,CYYZ,A,ROU,B763,C-FMWU,10:05:00,09:30:56
FIN6RM,EFHK,A,FIN,A321,OH-LZU,10:05:00,09:54:31
VLG14QM,LEBB,A,VLG,A320,EC-LOC,10:05:00,10:00:10
RYR7RW,LIRN,D,RYR,B738,EI-DPM,10:05:00,10:07:03
FOO8319,EHAM,D,FOO,A321,OE-LCN,10:05:00,10:10:38
EZY62CX,EGCC,D,EZY,A320,G-EZWA,10:05:00,10:11:40
AFR67HE,LFPG,D,AFR,A320,F-HEPG,10:05:00,10:13:32
RYR215Q,LIME,A,RYR,B738,EI-FTD,10:10:00,09:58:06
VLG27RR,LIPE,A,VLG,A20N,EC-MZT,10:10:00,10:08:49
BAW473,EGLL,D,BAW,A320,G-EUUD,10:10:00,10:16:18
VLG22EA,LEZL,D,VLG,A320,EC-MES,10:10:00,10:33:41
EJU39QP,LSGG,A,EZY,A320,OE-IZD,10:15:00,09:56:46
EZY15FU,EGGW,A,EZY,A319,G-EZBA,10:15:00,10:00:39
EIN87H,EICK,D,EIN,A320,EI-GAL,10:15:00,10:21:34
VLG69AJ,LEAM,D,VLG,A320,EC-KDG,10:15:00,10:23:15
KLM85J,EHAM,A,KLM,B738,PH-BCK,10:20:00,10:00:41
VLG267S,LEMD,A,VLG,A20N,EC-NDA,10:20:00,10:07:13
RYR70TT,EGPH,A,RYR,B738,EI-GJB,10:20:00,10:08:38
EIN562P,EIDW,A,EIN,A320,EI-EDS,10:20:00,10:13:35
EZY27MQ,EGGP,A,EZY,A319,G-EZAW,10:20:00,10:19:50
VLG902H,LEGR,D,VLG,A320,EC-MVE,10:20:00,10:21:09
DAH2013,DAAG,D,DAH,B738,7T-VJP,10:20:00,10:28:54
RYR65TB,EIDW,D,RYR,B738,EI-EBE,10:20:00,10:29:31
VLG24YL,GCRR,D,VLG,A321,EC-MQL,10:20:00,10:32:21
VLG189L,EDDV,D,VLG,A319,EC-NGB,10:20:00,10:41:37
RYR6GA,EGCC,D,RYR,B738,EI-EVM,10:20:00,10:56:26
VLG15LB,LEAS,A,VLG,A320,EC-MEL,10:30:00,10:08:26
VLG1593,LEXJ,A,VLG,A320,EC-LOB,10:30:00,10:22:28
RYR70RV,LIRF,A,RYR,B738,EI-DPZ,10:30:00,10:26:37
DAL195,KATL,D,DAL,B764,N840MH,10:30:00,10:35:12
VLG26JP,GCFV,D,VLG,A20N,EC-NBA,10:30:00,10:36:52
DLH09H,EDDF,D,DLH,A321,D-AISL,10:30:00,10:42:25
EJU15CR,EDDB,D,EZY,A320,OE-IVK,10:30:00,10:52:45
VLG60VC,LIRQ,A,VLG,A319,EC-MIR,10:35:00,10:27:13
VLG15AW,LFMN,A,VLG,A319,EC-MIQ,10:35:00,10:28:38
VLG14SD,LEBB,A,VLG,A20N,EC-NDC,10:35:00,10:28:50
DAL476,KJFK,A,DAL,B764,N841MH,10:35:00,10:30:46
VLG58RP,LFLL,D,VLG,A320,EC-MER,10:35:00,11:00:53
ROT421U,LROP,A,ROT,B737,YR-BGH,10:40:00,10:28:25
EZY32GY,EGKK,A,EZY,A319,G-EZAO,10:40:00,10:36:50
ANE49YK,LEVC,A,IBE,CRJ9,EC-JZT,10:45:00,10:23:35
IBE0930,LEMD,A,IBE,A320,EC-ILS,10:45:00,10:42:02
IBK2433,EGKK,D,NAX,B738,EI-FVJ,10:45:00,10:48:24
VLG42YX,LEZL,A,VLG,A320,EC-MBM,10:45:00,10:48:58
RYR2KM,LFOB,A,RYR,B738,EI-FOF,10:45:00,10:49:42
ETD35Q,OMAA,D,ETD,B789,A6-BLH,10:45:00,11:01:56
VLG1519,LFML,A,VLG,A20N,EC-NCU,10:50:00,10:28:48
AZA2TW,LIRF,A,AZA,A320,EI-IKL,10:50:00,10:31:45
VLG2975,LFRS,A,VLG,A320,EC-LLM,10:50:00,10:35:59
BAW478S,EGLL,A,BAW,A320,G-EUYM,10:50:00,10:58:01
VLG37BL,EGKK,D,VLG,A320,EC-LVP,10:50:00,11:04:09
EZY89ZM,EGGW,D,EZY,A319,G-EZBA,10:50:00,11:05:24
EJU27UC,LFMN,D,EZY,A320,OE-IZD,10:50:00,11:06:48
RYR6RP,EGSS,D,RYR,B738,EI-FTD,10:50:00,11:12:16
VLG8037,LFPO,A,VLG,A320,EC-LQK,10:55:00,10:46:11
EZY45CQ,EGGP,D,EZY,A319,G-EZAW,10:55:00,10:56:22
RYR626E,EGPH,D,RYR,B738,EI-GJB,10:55:00,10:56:43
VLG24EM,LFQQ,D,VLG,A320,EC-MOG,10:55:00,11:21:41
RYR5LR,EBBR,A,RYR,B738,EI-ENI,11:00:00,10:37:46
AEE710,LGAV,A,AEE,A321,SX-DNH,11:00:00,10:45:28
DLH27U,EDDM,A,DLH,A320,D-AIUZ,11:00:00,10:50:32
AFL2638,UUEE,A,AFL,A321,VP-BKQ,11:00:00,11:07:24
VLG309K,LSGG,A,VLG,A320,EC-KHN,11:00:00,11:08:30
EIN5HM,EIDW,D,EIN,A320,EI-EDS,11:00:00,11:09:01
IBE11AT,LEMD,D,IBE,A320,EC-LVD,11:00:00,11:16:03
VLG32JJ,LEMD,A,VLG,A320,EC-MBY,11:05:00,10:39:38
AEA6156,LEPA,A,AEA,B738,EC-LYR,11:05:00,10:59:41
VLG7365,GMTT,A,VLG,A320,EC-LQM,11:05:00,11:05:27
KLM86N,EHAM,D,KLM,B738,PH-BCK,11:05:00,11:07:21
VLG80MC,LFPO,D,VLG,A20N,EC-NDA,11:05:00,11:15:48
VLG318M,LFPO,A,VLG,A320,EC-MCU,11:10:00,11:13:51
FIN7RT,EFHK,D,FIN,A321,OH-LZU,11:10:00,11:23:29
VLG2913,LFBD,A,VLG,A320,EC-MFL,11:15:00,10:51:50
VLG30MJ,GCLP,A,VLG,A321,EC-MQB,11:15:00,10:53:41
VLG21GU,LEMG,A,VLG,A321,EC-MMH,11:15:00,11:10:26
AAL67,KJFK,D,AAL,B772,N791AN,11:15:00,11:17:46
VLG3744,LEMH,D,VLG,A320,EC-LOB,11:15:00,11:18:27
UAL121,KEWR,D,UAL,B78X,N12006,11:15:00,11:19:57
VLG661B,LIEE,D,VLG,A320,EC-MAN,11:15:00,11:27:35
EZY57UT,EGKK,D,EZY,A319,G-EZAO,11:15:00,11:30:50
VLG15AC,GCXO,A,VLG,A320,EC-JGM,11:20:00,11:06:27
RYR63HB,LMML,A,RYR,B738,EI-ENN,11:20:00,11:13:21
VLG25QJ,EDDH,D,VLG,A20N,EC-NDC,11:20:00,11:20:35
VLG20CG,LEGR,A,VLG,A321,EC-MLM,11:20:00,11:21:58
VLG60QY,LIRQ,D,VLG,A319,EC-MIR,11:20:00,11:28:23
RYR2NJ,LEJR,D,RYR,B738,EI-DPZ,11:20:00,11:33:50
AFR87VQ,LFPG,A,AFR,A321,F-GTAZ,11:25:00,11:09:58
CCA846,ZBAA,D,CCA,A333,B-8579,11:25:00,11:31:34
RYR1UE,LEMG,D,RYR,B738,EI-FOF,11:25:00,11:34:32
RYR2MQ,EGSS,A,RYR,B738,EI-EVW,11:30:00,10:59:27
VLG1703,LEVX,A,VLG,A320,EC-MVN,11:30:00,11:09:18
VLG14AH,LEBB,D,VLG,A320,EC-MBM,11:30:00,11:38:15
THY6AS,LTFM,D,THY,A333,TC-LNE,11:30:00,11:40:21
ROT422L,LROP,D,ROT,B737,YR-BGH,11:30:00,11:41:02
VLG58QZ,LSZH,A,VLG,A320,EC-MXP,11:30:00,11:43:35
VLG74KB,LEZL,D,VLG,A320,EC-MEL,11:30:00,11:52:53
EJU83CN,LFSB,A,EZY,A320,OE-IZW,11:35:00,11:21:03
VLG87AB,EGBB,D,VLG,A320,EC-LLM,11:35:00,11:46:26
RYR3GG,EBCI,D,RYR,B738,EI-ENI,11:35:00,11:47:39
DLH85N,EDDF,A,DLH,A321,D-AISO,11:40:00,11:30:43
VLG62AM,LFSB,D,VLG,A319,EC-MIQ,11:40:00,11:40:35
BAW479,EGLL,D,BAW,A320,G-EUYM,11:40:00,11:43:07
AZA077,LIRF,D,AZA,A320,EI-IKL,11:40:00,11:49:25
IBK56V,EKCH,A,DTR,A321,OY-RUU,11:45:00,11:25:07
VLG3RC,EBBR,A,VLG,A320,EC-MUM,11:45:00,11:26:51
VLG64CC,LIPZ,A,VLG,A321,EC-MHA,11:45:00,11:28:34
VLG61WG,LIRF,A,VLG,A320,EC-MVM,11:45:00,11:37:07
VLG89VK,LIMC,A,VLG,A320,EC-MQE,11:45:00,11:39:22
VLG39DL,LEPA,D,VLG,A320,EC-KHN,11:45:00,11:45:57
ROU1915,CYYZ,D,ROU,B763,C-FMWU,11:45:00,11:50:53
NAX6WE,KOAK,A,NAX,B789,LN-LNN,11:50:00,11:28:23
WJA14,CYYZ,A,WJA,B763,C-FOGT,11:50:00,11:39:50
VLG8477,LPPR,A,VLG,A320,EC-MBE,11:50:00,11:43:16
TAR514,DTTA,A,TAR,A320,TS-IMM,11:50:00,11:43:41
AEA7706,LEMD,D,AEA,A332,EC-JZL,11:50:00,11:59:15
AEE711,LGAV,D,AEE,A321,SX-DNH,11:50:00,12:00:55
VLG12GC,ESSA,D,VLG,A20N,EC-NCU,11:50:00,12:06:11
VLG35TQ,LEIB,A,VLG,A320,EC-MFN,11:55:00,11:52:27
VLG24ZG,EDDN,D,VLG,A20N,EC-MZT,11:55:00,11:56:40
VLG61VJ,LIRF,D,VLG,A320,EC-MBY,11:55:00,12:09:16
AEA6037,LEPA,D,AEA,B738,EC-LYR,11:55:00,12:09:17
DLH12K,EDDM,D,DLH,A320,D-AIUZ,11:55:00,12:13:52
VLG84LC,LPPT,A,VLG,A320,EC-MAO,12:00:00,11:37:46
TAP1040,LPPT,A,TAP,A320,CS-TNJ,12:00:00,11:55:43
AFL2639,UUEE,D,AFL,A321,VP-BKQ,12:00:00,12:04:28
UAL141,KIAD,D,UAL,B764,N76065,12:00:00,12:05:20
VLG18ER,EDDM,A,VLG,A320,EC-MKO,12:00:00,12:08:04
VLG18KA,EDDT,D,VLG,A320,EC-MFL,12:00:00,12:09:06
IBE12BV,LEMD,D,IBE,A320,EC-ILS,12:00:00,12:16:37
EZS45TM,LSGG,A,EZY,A320,HB-JXA,12:05:00,11:50:10
RYR129,EDDH,A,RYR,B738,EI-FRE,12:05:00,11:56:05
VLG37MY,LEMH,A,VLG,A320,EC-LOP,12:05:00,12:00:00
VLG736H,EHAM,D,VLG,A321,EC-MLM,12:05:00,12:10:31
SIA387,WSSS,D,SIA,A359,9V-SMK,12:05:00,12:11:23
VLG21VC,LEMG,D,VLG,A321,EC-MQB,12:05:00,12:24:13
RYR86XJ,LIME,D,RYR,B738,EI-EVW,12:05:00,12:25:18
VLG32KU,GCXO,D,VLG,A320,EC-JGM,12:05:00,12:26:46
VLG2AB,GCLP,D,VLG,A321,EC-MMH,12:10:00,12:40:00
VLG19ZN,EGKK,A,VLG,A320,EC-MXG,12:15:00,11:52:22
NAX76C,KEWR,A,NAX,B789,LN-LNR,12:15:00,11:57:19
RYR58K,LIPZ,A,RYR,B738,EI-EBL,12:15:00,11:59:23
EXS4P,EGNM,A,EXS,B738,G-GDFD,12:15:00,12:06:29
EJU8569,EGKK,A,EZY,A320,OE-ICR,12:15:00,12:12:01
VLG377B,LPPT,D,VLG,A320,EC-MXP,12:15:00,12:21:38
VLG6334,LIMC,D,VLG,A320,EC-MVN,12:15:00,12:28:29
LOT437,EPWA,A,LOT,B738,SP-LWE,12:20:00,12:02:41
THY5JD,LTFJ,A,THY,B738,TC-JHS,12:20:00,12:08:08
NAX4CW,ENGM,A,MMZ,B763,CS-TST,12:20:00,12:09:05
VLG6501,LIRN,A,VLG,A320,EC-MLE,12:20:00,12:13:35
VLG8033,LFPO,A,VLG,A320,EC-MBS,12:20:00,12:14:43
VLG1100,LEMD,A,VLG,A320,EC-JTQ,12:20:00,12:27:20
EJU71WZ,EGKK,D,EZY,A320,OE-IZW,12:20:00,12:33:42
TAM8115,SBGR,D,TAM,B763,PT-MSO,12:20:00,12:33:45
AFR1349,LFPG,D,AFR,A321,F-GTAZ,12:20:00,12:44:52
VLG15LL,LFPO,A,VLG,A320,EC-KJD,12:30:00,12:06:31
VLG83PJ,EHAM,A,VLG,A320,EC-LZN,12:30:00,12:14:15
EXS68ZM,EGCC,A,EXS,B738,G-JZHO,12:30:00,12:14:16
VLG91BM,LIME,A,VLG,A320,EC-LLJ,12:30:00,12:25:19
VLG89TE,LFPG,A,VLG,A321,EC-MRF,12:30:00,12:29:25
VLG534X,LICC,D,VLG,A320,EC-MQE,12:30:00,12:34:40
VLG857Q,EBBR,D,VLG,A320,EC-MVM,12:30:00,12:43:08
IBK365L,EKCH,D,DTR,A321,OY-RUU,12:30:00,12:56:08
BAW484C,EGLL,A,BAW,A320,G-EUYG,12:35:00,12:23:39
KLM65H,EHAM,A,KLM,B738,PH-BXH,12:35:00,12:30:36
VLG2DZ,EGKK,D,VLG,A321,EC-MHA,12:35:00,12:39:16
VLG46UC,LICJ,D,VLG,A320,EC-MBE,12:35:00,12:47:38
AUI991,UKBB,A,AUI,B739,UR-PSJ,12:40:00,12:25:42
RAM964Y,GMMN,A,RAM,B738,CN-ROC,12:40:00,12:37:13
EZS76WE,LSGG,D,EZY,A320,HB-JXA,12:40:00,12:40:20
TAR515,DTTA,D,TAR,A320,TS-IMM,12:40:00,12:47:53
VLG72LD,EIDW,D,VLG,A320,EC-LQM,12:40:00,12:52:13
VLG85LP,EDDL,D,VLG,A320,EC-MFN,12:45:00,12:48:29
DAL477,KJFK,D,DAL,B764,N841MH,12:45:00,13:06:11
VLG35LG,LEIB,D,VLG,A320,EC-MKO,12:45:00,13:06:34
DLH02A,EDDF,D,DLH,A321,D-AISO,12:45:00,13:08:30
